Frame,Ball,x,y
0,1,0.647,0.386
1,1,0.648,0.361
2,1,0.646,0.338
3,1,0.646,0.314
4,1,0.646,0.296
5,1,0.645,0.278
6,1,0.643,0.264
7,1,0.643,0.251
8,1,0.643,0.242
9,2,0.0,0.0
10,2,0.0,0.0
11,2,0.0,0.0
12,2,0.0,0.0
13,2,0.0,0.0
14,1,0.637,0.229
15,1,0.637,0.237
16,1,0.636,0.243
17,1,0.635,0.256
18,1,0.635,0.268
19,1,0.611,0.258
20,1,0.579,0.24
21,2,0.0,0.0
22,1,0.533,0.217
23,1,0.515,0.21
24,1,0.501,0.207
25,1,0.489,0.206
26,1,0.478,0.206
27,1,0.467,0.207
28,1,0.46,0.208
29,1,0.452,0.208
30,1,0.446,0.206
31,1,0.44,0.188
32,1,0.435,0.167
33,1,0.431,0.151
34,1,0.426,0.136
35,1,0.421,0.128
36,2,0.0,0.0
37,1,0.412,0.113
38,2,0.0,0.0
39,1,0.407,0.1
40,1,0.402,0.093
41,1,0.401,0.093
42,1,0.404,0.083
43,1,0.407,0.081
44,1,0.408,0.075
45,1,0.41,0.069
46,1,0.412,0.065
47,1,0.416,0.062
48,1,0.417,0.062
49,1,0.42,0.061
50,1,0.423,0.06
51,1,0.425,0.06
52,1,0.427,0.062
53,1,0.43,0.062
54,1,0.434,0.068
55,1,0.437,0.072
56,1,0.439,0.083
57,1,0.444,0.093
58,1,0.446,0.101
59,1,0.449,0.114
60,2,0.0,0.0
61,1,0.455,0.142
62,1,0.46,0.16
63,1,0.466,0.178
64,1,0.47,0.2
65,2,0.0,0.0
66,1,0.478,0.249
67,1,0.483,0.278
68,1,0.487,0.308
69,1,0.492,0.343
70,1,0.498,0.372
71,1,0.501,0.361
72,2,0.0,0.0
73,1,0.511,0.343
74,1,0.516,0.335
75,1,0.521,0.329
76,1,0.526,0.324
77,1,0.53,0.321
78,1,0.536,0.321
79,1,0.542,0.319
80,1,0.547,0.322
81,1,0.553,0.328
82,1,0.561,0.335
83,1,0.567,0.342
84,1,0.574,0.353
85,1,0.582,0.368
86,1,0.588,0.367
87,1,0.584,0.319
88,1,0.583,0.285
89,1,0.581,0.256
90,1,0.58,0.236
91,2,0.0,0.0
92,2,0.0,0.0
93,1,0.582,0.204
94,1,0.583,0.197
95,1,0.584,0.194
96,1,0.584,0.193
97,1,0.585,0.194
98,1,0.586,0.197
99,1,0.588,0.197
100,1,0.59,0.178
101,2,0.0,0.0
102,1,0.591,0.15
103,1,0.592,0.14
104,1,0.592,0.129
105,1,0.593,0.121
106,1,0.593,0.115
107,1,0.595,0.108
108,1,0.598,0.104
109,1,0.598,0.104
110,2,0.0,0.0
111,1,0.598,0.099
112,2,0.0,0.0
113,2,0.0,0.0
114,2,0.0,0.0
115,2,0.0,0.0
116,2,0.0,0.0
117,2,0.0,0.0
118,0,0.0,0.0
119,0,0.0,0.0
120,0,0.0,0.0
121,0,0.0,0.0
122,0,0.0,0.0
123,0,0.0,0.0
124,0,0.0,0.0
125,0,0.0,0.0
126,0,0.0,0.0
127,0,0.0,0.0
128,0,0.0,0.0
129,0,0.0,0.0
130,0,0.0,0.0
131,0,0.0,0.0
132,0,0.0,0.0
133,0,0.0,0.0
134,0,0.0,0.0
135,0,0.0,0.0
136,0,0.0,0.0
137,0,0.0,0.0
138,0,0.0,0.0
139,0,0.0,0.0
140,0,0.0,0.0
141,0,0.0,0.0
142,0,0.0,0.0
143,0,0.0,0.0
144,0,0.0,0.0
145,0,0.0,0.0
146,0,0.0,0.0
147,0,0.0,0.0
148,0,0.0,0.0
149,0,0.0,0.0
150,0,0.0,0.0
151,0,0.0,0.0
152,0,0.0,0.0
153,0,0.0,0.0
154,0,0.0,0.0
155,0,0.0,0.0
156,0,0.0,0.0
157,1,0.515,0.017
158,2,0.0,0.0
159,1,0.509,0.064
160,1,0.503,0.092
161,1,0.5,0.121
162,1,0.527,0.15
163,1,0.548,0.179
164,1,0.566,0.207
165,2,0.0,0.0
166,2,0.0,0.0
167,1,0.599,0.185
168,1,0.608,0.157
169,1,0.613,0.131
170,1,0.62,0.108
171,1,0.625,0.087
172,1,0.631,0.069
173,1,0.637,0.056
