Frame,Ball,x,y
0,1,0.47,0.147
1,1,0.471,0.151
2,1,0.472,0.16
3,1,0.472,0.167
4,1,0.473,0.174
5,2,0.0,0.0
6,1,0.502,0.226
7,1,0.517,0.256
8,1,0.533,0.281
9,1,0.548,0.317
10,1,0.565,0.35
11,1,0.584,0.389
12,1,0.601,0.425
13,1,0.62,0.469
14,1,0.639,0.512
15,1,0.659,0.558
16,1,0.682,0.613
17,1,0.7,0.635
18,1,0.713,0.633
19,1,0.729,0.635
20,1,0.744,0.636
21,1,0.761,0.642
22,1,0.774,0.647
23,1,0.795,0.658
24,1,0.808,0.665
25,1,0.776,0.607
26,2,0.0,0.0
27,1,0.728,0.526
28,1,0.706,0.487
29,1,0.688,0.457
30,2,0.0,0.0
31,1,0.652,0.408
32,1,0.637,0.389
33,1,0.624,0.372
34,1,0.608,0.354
35,1,0.595,0.343
36,2,0.0,0.0
37,1,0.572,0.322
38,1,0.56,0.312
39,1,0.551,0.307
40,1,0.542,0.303
41,1,0.534,0.3
42,1,0.523,0.296
43,1,0.515,0.296
44,1,0.507,0.296
45,1,0.499,0.297
46,1,0.491,0.3
47,2,0.0,0.0
48,1,0.48,0.307
49,1,0.473,0.31
50,1,0.466,0.317
51,1,0.461,0.322
52,1,0.457,0.31
53,1,0.454,0.296
54,1,0.45,0.281
55,1,0.447,0.268
56,1,0.444,0.258
57,1,0.441,0.247
58,1,0.439,0.24
59,1,0.438,0.232
60,1,0.438,0.224
61,1,0.437,0.219
62,1,0.435,0.215
63,2,0.0,0.0
64,2,0.0,0.0
65,2,0.0,0.0
66,2,0.0,0.0
67,2,0.0,0.0
68,2,0.0,0.0
69,1,0.428,0.211
70,1,0.427,0.214
71,1,0.427,0.224
72,1,0.427,0.229
73,1,0.425,0.237
74,1,0.424,0.247
75,1,0.423,0.258
76,1,0.422,0.271
77,1,0.421,0.285
78,1,0.42,0.301
79,1,0.42,0.317
80,1,0.418,0.338
81,1,0.417,0.356
82,1,0.416,0.376
83,1,0.415,0.4
84,1,0.413,0.425
85,1,0.412,0.449
86,1,0.412,0.479
87,1,0.41,0.51
88,1,0.409,0.537
89,1,0.408,0.569
90,1,0.406,0.603
91,1,0.405,0.603
92,1,0.404,0.593
93,1,0.403,0.583
94,1,0.402,0.576
95,1,0.402,0.569
96,1,0.401,0.565
97,1,0.4,0.562
98,1,0.399,0.561
99,1,0.398,0.561
100,1,0.398,0.562
101,1,0.397,0.565
102,1,0.395,0.569
103,1,0.395,0.576
104,1,0.395,0.585
105,1,0.393,0.593
106,1,0.393,0.607
107,1,0.392,0.618
108,1,0.391,0.633
109,1,0.39,0.651
110,1,0.39,0.667
111,1,0.389,0.689
112,1,0.388,0.713
113,1,0.388,0.731
114,1,0.386,0.758
115,1,0.385,0.786
116,1,0.385,0.818
117,1,0.384,0.822
