Frame,Ball,x,y
0,1,0.45,0.51
1,1,0.449,0.51
2,1,0.448,0.514
3,1,0.448,0.518
4,1,0.447,0.524
5,1,0.446,0.531
6,1,0.446,0.539
7,1,0.445,0.553
8,2,0.0,0.0
9,1,0.466,0.514
10,1,0.474,0.496
11,1,0.484,0.478
12,1,0.491,0.464
13,1,0.497,0.454
14,2,0.0,0.0
15,1,0.506,0.442
16,1,0.51,0.439
17,1,0.513,0.436
18,1,0.516,0.438
19,1,0.517,0.411
20,1,0.52,0.381
21,1,0.522,0.356
22,1,0.524,0.333
23,1,0.525,0.31
24,1,0.527,0.293
25,1,0.527,0.274
26,1,0.529,0.26
27,1,0.53,0.247
28,1,0.53,0.239
29,1,0.531,0.231
30,1,0.534,0.24
31,1,0.536,0.253
32,1,0.539,0.268
33,1,0.541,0.281
34,2,0.0,0.0
35,2,0.0,0.0
36,2,0.0,0.0
37,1,0.552,0.357
38,1,0.552,0.376
39,1,0.555,0.399
40,1,0.557,0.424
41,1,0.559,0.454
42,1,0.562,0.481
43,1,0.562,0.512
44,1,0.564,0.55
45,1,0.566,0.583
46,1,0.567,0.618
47,1,0.57,0.658
48,1,0.571,0.704
49,1,0.573,0.74
50,1,0.574,0.739
51,1,0.576,0.74
52,1,0.579,0.744
53,1,0.58,0.751
54,1,0.581,0.758
55,1,0.584,0.765
56,2,0.0,0.0
57,2,0.0,0.0
58,1,0.546,0.636
59,1,0.534,0.603
60,1,0.524,0.576
61,1,0.513,0.547
62,1,0.503,0.524
63,2,0.0,0.0
64,1,0.488,0.489
65,1,0.481,0.474
66,1,0.473,0.463
67,1,0.465,0.45
68,2,0.0,0.0
69,1,0.452,0.439
70,1,0.446,0.435
71,1,0.442,0.432
72,1,0.437,0.431
73,1,0.431,0.431
74,1,0.427,0.432
75,1,0.422,0.432
76,1,0.419,0.415
77,1,0.416,0.394
78,1,0.412,0.381
79,1,0.409,0.367
80,1,0.406,0.353
81,1,0.402,0.343
82,1,0.4,0.333
83,1,0.397,0.326
84,1,0.395,0.319
85,1,0.391,0.317
86,1,0.388,0.312
87,1,0.386,0.31
88,1,0.383,0.31
89,1,0.38,0.31
90,1,0.379,0.31
91,1,0.377,0.312
92,1,0.385,0.31
93,1,0.394,0.31
94,2,0.0,0.0
95,2,0.0,0.0
96,1,0.425,0.319
97,1,0.437,0.322
98,1,0.447,0.333
99,1,0.459,0.339
100,1,0.47,0.35
101,1,0.483,0.362
102,1,0.495,0.375
103,1,0.507,0.394
104,2,0.0,0.0
105,1,0.531,0.431
106,1,0.545,0.454
107,1,0.558,0.478
108,1,0.572,0.503
109,1,0.586,0.528
110,1,0.599,0.56
111,1,0.613,0.593
112,1,0.628,0.628
113,1,0.642,0.66
114,2,0.0,0.0
115,1,0.665,0.66
116,1,0.675,0.658
117,1,0.684,0.657
118,1,0.695,0.657
119,1,0.708,0.658
120,2,0.0,0.0
121,1,0.73,0.668
122,1,0.741,0.675
123,1,0.751,0.683
124,1,0.763,0.696
125,1,0.773,0.711
126,1,0.787,0.726
127,1,0.799,0.746
128,1,0.777,0.704
129,1,0.746,0.653
130,1,0.716,0.604
131,2,0.0,0.0
132,1,0.666,0.529
133,1,0.643,0.499
134,1,0.62,0.471
135,2,0.0,0.0
136,1,0.586,0.426
137,1,0.568,0.411
138,1,0.554,0.397
139,1,0.538,0.382
140,1,0.527,0.375
141,1,0.512,0.367
142,1,0.499,0.36
143,1,0.488,0.354
144,1,0.479,0.353
145,1,0.466,0.351
146,1,0.458,0.351
147,1,0.448,0.353
148,1,0.438,0.354
149,1,0.43,0.36
150,1,0.421,0.362
151,1,0.416,0.351
152,1,0.41,0.333
153,1,0.404,0.312
154,1,0.399,0.301
155,1,0.395,0.285
156,1,0.389,0.274
157,1,0.386,0.261
158,1,0.381,0.253
159,1,0.377,0.246
160,1,0.373,0.24
161,1,0.373,0.249
162,1,0.374,0.256
163,1,0.374,0.265
164,1,0.373,0.275
165,1,0.373,0.287
166,1,0.373,0.301
