Frame,Ball,x,y
0,1,0.456,0.707
1,1,0.456,0.714
2,1,0.455,0.715
3,1,0.455,0.715
4,1,0.462,0.711
5,1,0.467,0.697
6,3,0.0,0.0
7,1,0.483,0.651
8,1,0.487,0.617
9,1,0.489,0.576
10,1,0.486,0.547
11,1,0.484,0.519
12,1,0.482,0.494
13,1,0.48,0.469
14,1,0.477,0.449
15,1,0.477,0.432
16,1,0.475,0.411
17,1,0.473,0.397
18,1,0.473,0.386
19,1,0.47,0.374
20,1,0.468,0.367
21,1,0.466,0.358
22,1,0.463,0.354
23,1,0.463,0.353
24,1,0.462,0.354
25,1,0.456,0.36
26,1,0.457,0.36
27,1,0.455,0.367
28,1,0.455,0.374
29,1,0.468,0.35
30,1,0.48,0.329
31,1,0.491,0.312
32,2,0.0,0.0
33,1,0.505,0.296
34,1,0.513,0.29
35,1,0.517,0.287
36,1,0.522,0.287
37,1,0.524,0.253
38,1,0.527,0.208
39,1,0.53,0.172
40,1,0.534,0.14
41,1,0.535,0.108
42,1,0.538,0.086
43,1,0.538,0.078
44,1,0.54,0.082
45,1,0.544,0.086
46,1,0.545,0.096
47,1,0.547,0.103
48,1,0.548,0.114
49,1,0.552,0.125
50,1,0.553,0.14
51,1,0.556,0.153
52,1,0.558,0.168
53,1,0.56,0.192
54,1,0.562,0.21
55,1,0.564,0.236
56,1,0.566,0.26
57,1,0.571,0.282
58,1,0.571,0.317
59,1,0.574,0.343
60,1,0.577,0.374
61,1,0.58,0.408
62,1,0.584,0.446
63,1,0.585,0.485
64,1,0.59,0.528
65,1,0.592,0.567
66,1,0.596,0.6
67,1,0.598,0.596
68,1,0.602,0.594
69,1,0.604,0.597
70,1,0.606,0.6
71,1,0.609,0.607
72,1,0.613,0.615
73,1,0.616,0.624
74,1,0.616,0.639
75,1,0.609,0.614
76,1,0.591,0.55
77,1,0.572,0.487
78,1,0.556,0.443
79,1,0.542,0.401
80,1,0.527,0.369
81,1,0.513,0.343
82,1,0.502,0.321
83,1,0.49,0.301
84,1,0.48,0.287
85,2,0.0,0.0
86,1,0.459,0.268
87,1,0.448,0.26
88,1,0.439,0.256
89,1,0.43,0.257
90,1,0.42,0.258
91,1,0.41,0.26
92,1,0.404,0.257
93,1,0.398,0.231
94,1,0.395,0.206
95,1,0.39,0.183
96,1,0.384,0.167
97,1,0.38,0.151
98,1,0.375,0.136
99,1,0.371,0.121
100,1,0.366,0.113
101,1,0.363,0.107
102,1,0.359,0.097
103,1,0.356,0.093
104,1,0.352,0.086
105,1,0.353,0.078
106,1,0.355,0.072
107,1,0.352,0.076
108,1,0.353,0.076
109,1,0.353,0.082
110,1,0.352,0.087
111,1,0.352,0.093
112,1,0.352,0.107
113,1,0.355,0.114
114,1,0.353,0.129
115,2,0.0,0.0
116,1,0.355,0.168
117,1,0.355,0.193
118,1,0.355,0.219
119,1,0.356,0.244
120,1,0.359,0.279
121,1,0.358,0.312
122,1,0.359,0.353
123,1,0.36,0.397
124,1,0.36,0.432
125,1,0.362,0.479
126,1,0.362,0.529
127,1,0.363,0.582
128,1,0.364,0.635
129,1,0.363,0.653
130,1,0.364,0.644
131,1,0.364,0.635
132,1,0.361,0.632
133,1,0.362,0.628
134,1,0.363,0.632
135,1,0.362,0.632
136,1,0.362,0.636
137,1,0.362,0.647
138,1,0.375,0.599
139,1,0.394,0.544
140,1,0.411,0.499
141,1,0.426,0.454
142,1,0.44,0.419
143,1,0.453,0.389
144,1,0.465,0.357
145,1,0.478,0.329
146,1,0.488,0.317
147,1,0.497,0.296
148,1,0.508,0.279
149,1,0.513,0.269
150,1,0.522,0.263
151,1,0.53,0.256
152,1,0.537,0.251
153,1,0.542,0.251
154,1,0.549,0.249
155,1,0.555,0.249
156,1,0.562,0.253
157,1,0.565,0.256
158,1,0.57,0.264
159,1,0.575,0.271
160,1,0.579,0.279
161,1,0.582,0.26
162,1,0.585,0.237
163,1,0.588,0.219
164,1,0.591,0.2
165,1,0.592,0.182
166,1,0.594,0.165
167,1,0.598,0.153
168,1,0.599,0.142
169,1,0.601,0.133
170,1,0.605,0.124
171,1,0.607,0.118
172,1,0.609,0.114
173,1,0.611,0.11
174,1,0.612,0.11
175,1,0.57,0.128
176,1,0.57,0.126
177,1,0.551,0.142
178,1,0.529,0.156
179,1,0.51,0.175
180,1,0.491,0.2
181,1,0.467,0.225
182,1,0.445,0.249
183,1,0.421,0.282
184,1,0.4,0.317
185,1,0.375,0.354
186,1,0.352,0.399
187,1,0.33,0.439
188,1,0.306,0.485
189,1,0.281,0.536
190,1,0.253,0.588
191,1,0.24,0.603
192,1,0.216,0.603
193,1,0.195,0.601
194,1,0.177,0.601
195,1,0.155,0.61
196,1,0.134,0.614
197,1,0.113,0.625
198,1,0.091,0.644
199,1,0.072,0.657
200,1,0.047,0.676
201,1,0.025,0.696
