Frame,Ball,x,y
0,1,0.48,0.281
1,1,0.464,0.312
2,2,0.0,0.0
3,1,0.427,0.383
4,1,0.415,0.408
5,2,0.0,0.0
6,2,0.0,0.0
7,1,0.355,0.547
8,1,0.338,0.593
9,1,0.319,0.636
10,1,0.306,0.639
11,1,0.29,0.639
12,1,0.276,0.642
13,1,0.262,0.647
14,1,0.245,0.657
15,1,0.231,0.664
16,2,0.0,0.0
17,1,0.201,0.694
18,1,0.213,0.668
19,1,0.238,0.626
20,1,0.261,0.592
21,1,0.281,0.56
22,1,0.3,0.533
23,1,0.316,0.507
24,1,0.332,0.487
25,1,0.348,0.468
26,1,0.361,0.453
27,1,0.373,0.44
28,1,0.384,0.429
29,2,0.0,0.0
30,1,0.407,0.411
31,1,0.416,0.406
32,1,0.427,0.4
33,1,0.435,0.394
34,1,0.442,0.393
35,1,0.45,0.393
36,1,0.458,0.392
37,1,0.465,0.392
38,1,0.472,0.393
39,1,0.476,0.376
40,1,0.48,0.361
41,2,0.0,0.0
42,1,0.488,0.333
43,1,0.493,0.324
44,1,0.497,0.317
45,1,0.499,0.307
46,1,0.502,0.301
47,1,0.507,0.296
48,1,0.509,0.29
49,1,0.505,0.29
50,1,0.498,0.293
51,1,0.494,0.296
52,1,0.487,0.301
53,1,0.48,0.307
54,1,0.474,0.317
55,1,0.467,0.325
56,1,0.46,0.338
57,1,0.453,0.349
58,1,0.447,0.362
59,1,0.439,0.381
60,1,0.431,0.397
61,2,0.0,0.0
62,1,0.417,0.438
63,2,0.0,0.0
64,1,0.402,0.487
65,1,0.395,0.512
66,1,0.389,0.54
67,1,0.381,0.572
68,1,0.373,0.608
69,1,0.366,0.643
70,1,0.359,0.682
71,1,0.352,0.693
72,1,0.348,0.692
73,1,0.342,0.69
74,1,0.336,0.69
75,1,0.331,0.692
76,1,0.326,0.696
77,1,0.32,0.7
78,1,0.316,0.708
79,1,0.309,0.719
80,1,0.304,0.732
81,1,0.298,0.744
82,1,0.292,0.761
83,1,0.287,0.779
84,1,0.28,0.801
85,1,0.275,0.822
86,1,0.27,0.846
87,1,0.263,0.876
88,1,0.258,0.904
89,1,0.253,0.936
90,1,0.245,0.971
91,1,0.239,0.989
92,1,0.232,0.992
93,1,0.225,0.997
94,2,0.0,0.0
95,0,0.0,0.0
96,0,0.0,0.0
