Frame,Ball,x,y
0,1,0.464,0.067
1,1,0.467,0.078
2,1,0.466,0.085
3,1,0.466,0.083
4,1,0.471,0.114
5,3,0.0,0.0
6,1,0.48,0.189
7,2,0.0,0.0
8,1,0.493,0.274
9,1,0.494,0.275
10,1,0.507,0.353
11,1,0.509,0.374
12,1,0.517,0.431
13,1,0.527,0.496
14,1,0.534,0.515
15,1,0.534,0.515
16,1,0.545,0.528
17,1,0.555,0.54
18,1,0.566,0.56
19,1,0.577,0.582
20,1,0.591,0.613
21,1,0.591,0.611
22,1,0.604,0.642
23,1,0.621,0.678
24,1,0.609,0.608
25,1,0.597,0.551
26,1,0.589,0.497
27,1,0.59,0.499
28,1,0.581,0.461
29,1,0.574,0.422
30,1,0.567,0.392
31,1,0.563,0.368
32,1,0.557,0.349
33,1,0.558,0.346
34,1,0.553,0.331
35,1,0.548,0.311
36,1,0.545,0.304
37,1,0.543,0.292
38,1,0.539,0.285
39,1,0.538,0.281
40,1,0.537,0.278
41,1,0.534,0.272
42,1,0.53,0.269
43,1,0.529,0.265
44,1,0.524,0.265
45,1,0.527,0.264
46,1,0.523,0.264
47,1,0.522,0.264
48,1,0.52,0.269
49,1,0.519,0.272
50,1,0.516,0.264
51,1,0.518,0.264
52,1,0.516,0.247
53,2,0.0,0.0
54,1,0.516,0.221
55,1,0.513,0.211
56,1,0.512,0.201
57,1,0.51,0.2
58,1,0.512,0.194
59,1,0.506,0.193
60,1,0.503,0.193
61,1,0.498,0.199
62,1,0.494,0.199
63,1,0.495,0.199
64,2,0.0,0.0
65,2,0.0,0.0
66,1,0.481,0.214
67,1,0.476,0.222
68,1,0.468,0.232
69,1,0.471,0.232
70,1,0.465,0.243
71,1,0.46,0.256
72,1,0.453,0.272
73,1,0.448,0.287
74,1,0.444,0.303
75,1,0.443,0.304
76,1,0.436,0.322
77,1,0.43,0.343
78,1,0.423,0.368
79,1,0.416,0.393
80,1,0.411,0.425
81,1,0.41,0.425
82,1,0.403,0.454
83,1,0.397,0.489
84,1,0.391,0.521
85,1,0.382,0.562
86,1,0.376,0.603
87,1,0.375,0.604
88,1,0.368,0.647
89,1,0.362,0.649
90,1,0.356,0.647
91,1,0.35,0.646
92,1,0.344,0.65
93,1,0.343,0.65
94,1,0.337,0.656
95,1,0.329,0.66
96,1,0.323,0.672
97,1,0.316,0.681
98,1,0.318,0.657
99,1,0.32,0.651
100,1,0.331,0.581
101,1,0.345,0.521
102,1,0.355,0.474
103,1,0.364,0.432
104,1,0.371,0.394
105,1,0.37,0.394
106,1,0.377,0.371
107,1,0.383,0.343
108,2,0.0,0.0
109,1,0.393,0.311
110,1,0.398,0.296
111,1,0.395,0.297
112,1,0.402,0.285
113,1,0.407,0.275
114,1,0.409,0.272
115,1,0.412,0.264
116,1,0.416,0.258
117,1,0.413,0.258
118,1,0.418,0.258
119,1,0.42,0.253
120,1,0.422,0.258
121,1,0.425,0.256
122,1,0.425,0.258
123,1,0.425,0.258
124,1,0.427,0.261
125,1,0.428,0.256
126,1,0.429,0.242
127,2,0.0,0.0
128,1,0.431,0.214
129,1,0.431,0.212
130,1,0.431,0.206
131,1,0.433,0.194
132,1,0.434,0.185
133,1,0.434,0.181
134,1,0.435,0.176
135,1,0.435,0.175
136,1,0.435,0.174
137,1,0.435,0.168
138,1,0.441,0.165
139,1,0.452,0.165
140,1,0.455,0.167
141,1,0.455,0.167
142,1,0.461,0.165
143,1,0.47,0.168
144,1,0.477,0.176
145,2,0.0,0.0
146,1,0.491,0.185
147,1,0.492,0.189
148,1,0.5,0.197
149,1,0.508,0.21
150,1,0.518,0.222
151,2,0.0,0.0
152,1,0.536,0.256
153,1,0.535,0.256
154,1,0.545,0.271
155,1,0.555,0.29
156,1,0.565,0.318
157,1,0.575,0.344
158,1,0.586,0.376
159,1,0.585,0.374
160,1,0.597,0.406
161,1,0.609,0.436
162,1,0.62,0.472
163,1,0.63,0.512
164,1,0.645,0.558
165,1,0.645,0.56
166,1,0.656,0.604
167,1,0.666,0.608
168,1,0.677,0.597
169,1,0.686,0.594
170,1,0.7,0.593
171,1,0.698,0.593
172,1,0.711,0.592
173,1,0.721,0.594
174,1,0.733,0.599
175,1,0.745,0.604
176,1,0.757,0.617
177,1,0.756,0.614
178,1,0.77,0.626
179,1,0.782,0.639
180,1,0.736,0.575
181,1,0.686,0.515
182,1,0.645,0.465
183,1,0.645,0.461
184,1,0.611,0.425
185,1,0.581,0.393
186,1,0.556,0.368
187,1,0.534,0.35
188,1,0.515,0.331
189,1,0.512,0.326
190,1,0.498,0.321
191,1,0.48,0.314
192,1,0.465,0.301
193,1,0.453,0.297
194,2,0.0,0.0
195,1,0.443,0.296
196,2,0.0,0.0
197,1,0.417,0.294
198,2,0.0,0.0
199,1,0.403,0.294
200,1,0.391,0.301
201,1,0.391,0.301
202,1,0.385,0.274
203,1,0.38,0.261
204,1,0.373,0.247
205,2,0.0,0.0
206,1,0.364,0.221
207,1,0.364,0.221
208,1,0.359,0.21
209,1,0.355,0.2
210,1,0.352,0.193
211,1,0.347,0.189
212,1,0.344,0.179
213,1,0.343,0.181
214,1,0.338,0.178
215,1,0.336,0.176
216,1,0.334,0.175
217,1,0.33,0.174
218,1,0.326,0.174
219,1,0.326,0.174
220,1,0.324,0.174
221,1,0.328,0.172
222,1,0.334,0.167
223,1,0.337,0.176
224,2,0.0,0.0
225,1,0.343,0.171
226,1,0.353,0.165
227,1,0.361,0.165
228,1,0.368,0.167
229,1,0.377,0.168
230,1,0.382,0.171
231,1,0.384,0.172
232,1,0.391,0.174
233,1,0.399,0.179
234,1,0.409,0.185
235,1,0.417,0.192
236,1,0.426,0.204
237,1,0.425,0.2
238,1,0.435,0.21
239,1,0.445,0.221
240,2,0.0,0.0
241,1,0.465,0.249
242,1,0.474,0.264
243,1,0.474,0.268
244,1,0.485,0.285
245,1,0.495,0.303
246,1,0.506,0.319
247,1,0.517,0.339
248,1,0.528,0.362
249,1,0.527,0.362
250,1,0.541,0.388
251,1,0.552,0.415
252,1,0.564,0.442
253,1,0.576,0.475
254,1,0.588,0.51
255,1,0.588,0.511
256,1,0.601,0.54
257,1,0.616,0.581
258,1,0.624,0.575
259,1,0.63,0.561
260,1,0.638,0.558
261,1,0.638,0.554
262,1,0.647,0.553
263,1,0.653,0.55
264,3,0.0,0.0
265,1,0.67,0.544
266,1,0.678,0.546
267,1,0.68,0.547
268,1,0.686,0.55
269,1,0.697,0.554
270,1,0.706,0.562
