Frame,Ball,x,y
0,1,0.459,0.064
1,1,0.458,0.056
2,2,0.0,0.0
3,2,0.0,0.0
4,1,0.458,0.033
5,1,0.46,0.028
6,2,0.0,0.0
7,1,0.458,0.018
8,2,0.0,0.0
9,1,0.46,0.014
10,1,0.458,0.011
11,1,0.46,0.01
12,1,0.46,0.007
13,1,0.46,0.011
14,1,0.461,0.011
15,1,0.461,0.014
16,2,0.0,0.0
17,1,0.461,0.018
18,1,0.46,0.024
19,1,0.461,0.026
20,2,0.0,0.0
21,1,0.48,0.061
22,1,0.492,0.082
23,1,0.507,0.104
24,1,0.522,0.129
25,1,0.54,0.16
26,1,0.56,0.192
27,1,0.58,0.228
28,1,0.602,0.272
29,1,0.629,0.319
30,1,0.656,0.368
31,1,0.684,0.392
32,1,0.709,0.393
33,1,0.738,0.403
34,1,0.769,0.415
35,1,0.8,0.425
36,1,0.835,0.439
37,1,0.874,0.458
38,1,0.915,0.482
39,1,0.961,0.511
40,1,0.955,0.483
41,1,0.919,0.425
42,1,0.889,0.372
43,1,0.855,0.335
44,1,0.827,0.29
45,1,0.8,0.256
46,1,0.777,0.224
47,1,0.752,0.194
48,1,0.734,0.175
49,1,0.713,0.153
50,1,0.694,0.136
51,2,0.0,0.0
52,1,0.662,0.111
53,1,0.647,0.101
54,1,0.633,0.093
55,1,0.62,0.085
56,1,0.607,0.079
57,1,0.595,0.076
58,1,0.584,0.075
59,1,0.573,0.075
60,1,0.564,0.072
61,1,0.555,0.075
62,1,0.545,0.076
63,1,0.537,0.075
64,1,0.53,0.082
65,1,0.521,0.087
66,1,0.516,0.09
67,1,0.508,0.094
68,1,0.502,0.1
69,1,0.494,0.104
70,1,0.489,0.114
71,1,0.484,0.121
72,1,0.477,0.129
73,1,0.472,0.136
74,2,0.0,0.0
75,1,0.463,0.153
76,2,0.0,0.0
77,1,0.453,0.172
78,1,0.449,0.183
79,1,0.447,0.172
80,2,0.0,0.0
81,1,0.444,0.151
82,1,0.441,0.144
83,1,0.438,0.135
84,1,0.437,0.129
85,1,0.434,0.121
86,1,0.431,0.117
87,1,0.43,0.114
88,1,0.429,0.11
89,1,0.427,0.11
90,1,0.427,0.108
91,1,0.424,0.104
92,1,0.42,0.111
93,1,0.417,0.114
94,1,0.412,0.124
95,1,0.409,0.135
96,1,0.402,0.144
97,1,0.398,0.161
98,2,0.0,0.0
99,2,0.0,0.0
100,2,0.0,0.0
101,1,0.37,0.249
102,1,0.362,0.285
103,1,0.352,0.318
104,1,0.341,0.361
105,1,0.329,0.408
106,1,0.318,0.465
107,1,0.303,0.5
108,1,0.291,0.507
109,1,0.279,0.528
110,1,0.263,0.547
111,1,0.245,0.572
112,1,0.227,0.6
113,2,0.0,0.0
114,1,0.183,0.682
115,1,0.155,0.742
116,1,0.128,0.81
