Frame,Ball,x,y
0,1,0.52,0.39
1,1,0.526,0.428
2,1,0.532,0.469
3,1,0.54,0.512
4,1,0.545,0.539
5,1,0.551,0.54
6,1,0.555,0.543
7,1,0.562,0.55
8,1,0.569,0.557
9,1,0.573,0.564
10,1,0.58,0.572
11,1,0.587,0.582
12,1,0.595,0.599
13,1,0.602,0.613
14,1,0.611,0.629
15,1,0.605,0.59
16,1,0.596,0.55
17,1,0.59,0.512
18,1,0.584,0.486
19,1,0.579,0.457
20,1,0.573,0.435
21,1,0.57,0.412
22,1,0.566,0.394
23,1,0.561,0.381
24,1,0.557,0.364
25,1,0.553,0.351
26,1,0.55,0.342
27,1,0.546,0.333
28,1,0.543,0.326
29,1,0.54,0.318
30,1,0.538,0.314
31,1,0.536,0.31
32,2,0.0,0.0
33,1,0.531,0.304
34,1,0.53,0.29
35,1,0.528,0.274
36,1,0.527,0.258
37,1,0.525,0.246
38,1,0.524,0.233
39,1,0.523,0.221
40,1,0.521,0.212
41,1,0.52,0.204
42,1,0.518,0.199
43,1,0.517,0.192
44,1,0.516,0.192
45,1,0.515,0.19
46,1,0.513,0.193
47,1,0.512,0.193
48,1,0.512,0.194
49,1,0.51,0.197
50,1,0.509,0.2
51,1,0.509,0.203
52,1,0.507,0.207
53,1,0.507,0.212
54,1,0.505,0.215
55,1,0.505,0.224
56,2,0.0,0.0
57,1,0.504,0.236
58,1,0.504,0.242
59,1,0.504,0.251
60,1,0.503,0.258
61,1,0.503,0.268
62,1,0.503,0.279
63,1,0.503,0.29
64,1,0.503,0.301
65,1,0.503,0.314
66,1,0.503,0.329
67,1,0.504,0.343
68,1,0.504,0.358
69,1,0.505,0.376
70,1,0.505,0.392
71,1,0.505,0.411
72,1,0.506,0.431
73,1,0.507,0.449
74,1,0.508,0.467
75,1,0.509,0.489
76,1,0.51,0.517
77,1,0.511,0.539
78,1,0.512,0.561
79,1,0.513,0.592
80,1,0.514,0.618
81,1,0.516,0.646
82,1,0.517,0.676
83,1,0.519,0.707
84,1,0.521,0.706
85,1,0.523,0.704
86,1,0.526,0.704
87,1,0.528,0.703
88,1,0.53,0.707
89,1,0.533,0.707
90,1,0.535,0.713
91,1,0.537,0.717
92,1,0.541,0.722
93,1,0.543,0.728
94,1,0.545,0.738
95,1,0.548,0.746
96,1,0.551,0.757
97,1,0.55,0.747
98,1,0.532,0.683
99,1,0.517,0.629
100,1,0.502,0.581
101,1,0.491,0.539
102,1,0.48,0.504
103,1,0.469,0.471
104,1,0.46,0.442
105,1,0.452,0.418
106,1,0.442,0.397
107,1,0.434,0.376
108,2,0.0,0.0
109,1,0.422,0.344
110,1,0.416,0.332
111,1,0.409,0.322
112,1,0.404,0.315
113,2,0.0,0.0
114,1,0.394,0.3
115,1,0.389,0.296
116,1,0.385,0.293
117,1,0.38,0.292
118,1,0.377,0.292
119,1,0.373,0.292
120,1,0.37,0.292
121,1,0.366,0.293
122,1,0.363,0.294
123,1,0.36,0.275
124,2,0.0,0.0
125,1,0.355,0.243
126,1,0.353,0.229
127,1,0.351,0.219
128,1,0.348,0.204
129,1,0.346,0.197
130,1,0.344,0.189
131,1,0.341,0.179
132,1,0.34,0.172
133,1,0.338,0.165
134,1,0.336,0.163
135,1,0.334,0.157
136,1,0.333,0.154
137,1,0.33,0.153
138,1,0.33,0.15
139,1,0.328,0.149
140,1,0.334,0.154
141,2,0.0,0.0
142,2,0.0,0.0
143,1,0.366,0.182
144,1,0.377,0.193
145,1,0.386,0.204
146,1,0.398,0.218
147,1,0.409,0.232
148,1,0.422,0.25
149,1,0.433,0.267
150,1,0.445,0.282
151,1,0.456,0.301
152,1,0.47,0.324
153,1,0.48,0.343
154,2,0.0,0.0
155,1,0.509,0.39
156,1,0.512,0.394
157,1,0.516,0.394
158,1,0.521,0.392
159,1,0.524,0.389
160,1,0.527,0.388
161,1,0.531,0.388
162,1,0.534,0.389
163,1,0.538,0.39
164,1,0.541,0.392
165,1,0.545,0.393
166,1,0.548,0.397
167,1,0.552,0.401
168,1,0.554,0.397
169,1,0.555,0.392
170,1,0.558,0.386
171,1,0.559,0.381
172,1,0.562,0.379
173,1,0.564,0.375
174,1,0.566,0.374
175,1,0.567,0.371
176,1,0.57,0.371
177,1,0.571,0.372
178,1,0.573,0.372
179,1,0.576,0.374
180,1,0.577,0.375
181,1,0.579,0.378
182,1,0.58,0.381
183,1,0.581,0.385
184,1,0.584,0.382
185,1,0.587,0.375
186,1,0.588,0.371
187,1,0.591,0.369
