Frame,Ball,x,y
0,2,0.0,0.0
1,1,0.456,0.649
2,1,0.454,0.628
3,1,0.452,0.61
4,1,0.45,0.593
5,1,0.448,0.575
6,1,0.446,0.561
7,1,0.445,0.547
8,1,0.443,0.536
9,1,0.441,0.528
10,1,0.439,0.518
11,1,0.437,0.511
12,1,0.436,0.507
13,1,0.434,0.503
14,1,0.431,0.501
15,1,0.43,0.503
16,1,0.428,0.506
17,1,0.427,0.507
18,1,0.425,0.514
19,1,0.423,0.521
20,1,0.421,0.529
21,1,0.42,0.537
22,1,0.419,0.55
23,1,0.417,0.562
24,1,0.444,0.539
25,1,0.47,0.514
26,1,0.491,0.494
27,1,0.512,0.479
28,2,0.0,0.0
29,2,0.0,0.0
30,1,0.558,0.449
31,1,0.573,0.443
32,1,0.583,0.44
33,1,0.594,0.44
34,1,0.602,0.442
35,1,0.608,0.443
36,1,0.616,0.447
37,1,0.621,0.431
38,1,0.629,0.403
39,1,0.634,0.376
40,1,0.638,0.358
41,1,0.644,0.335
42,2,0.0,0.0
43,1,0.652,0.3
44,1,0.656,0.287
45,1,0.661,0.276
46,1,0.665,0.263
47,1,0.666,0.257
48,2,0.0,0.0
49,2,0.0,0.0
50,1,0.602,0.307
51,1,0.58,0.325
52,2,0.0,0.0
53,1,0.536,0.367
54,1,0.515,0.389
55,1,0.494,0.417
56,1,0.472,0.44
57,2,0.0,0.0
58,2,0.0,0.0
59,2,0.0,0.0
60,1,0.38,0.571
61,1,0.355,0.61
62,1,0.331,0.647
63,1,0.308,0.69
64,1,0.29,0.696
65,1,0.27,0.697
66,1,0.252,0.704
67,1,0.234,0.711
68,1,0.213,0.724
69,2,0.0,0.0
70,1,0.175,0.749
71,1,0.153,0.768
72,1,0.134,0.782
73,1,0.112,0.808
74,1,0.093,0.833
75,1,0.072,0.86
76,1,0.048,0.892
77,1,0.026,0.925
78,1,0.002,0.964
79,0,0.0,0.0
80,0,0.0,0.0
81,0,0.0,0.0
82,0,0.0,0.0
83,0,0.0,0.0
84,0,0.0,0.0
85,0,0.0,0.0
86,0,0.0,0.0
