Frame,Ball,x,y
0,1,0.509,0.336
1,1,0.504,0.326
2,1,0.501,0.319
3,2,0.0,0.0
4,2,0.0,0.0
5,1,0.491,0.3
6,1,0.489,0.276
7,1,0.487,0.254
8,1,0.484,0.231
9,1,0.482,0.218
10,1,0.48,0.201
11,2,0.0,0.0
12,1,0.474,0.174
13,1,0.473,0.165
14,1,0.47,0.154
15,1,0.468,0.146
16,1,0.466,0.138
17,1,0.463,0.133
18,1,0.462,0.128
19,1,0.459,0.122
20,1,0.458,0.121
21,1,0.455,0.119
22,1,0.454,0.119
23,1,0.452,0.119
24,1,0.449,0.118
25,1,0.447,0.121
26,1,0.445,0.121
27,1,0.441,0.126
28,1,0.441,0.121
29,1,0.441,0.108
30,2,0.0,0.0
31,2,0.0,0.0
32,2,0.0,0.0
33,2,0.0,0.0
34,1,0.438,0.062
35,1,0.436,0.049
36,1,0.435,0.035
37,1,0.436,0.019
38,1,0.435,0.006
39,0,0.0,0.0
40,0,0.0,0.0
41,0,0.0,0.0
42,0,0.0,0.0
43,0,0.0,0.0
44,0,0.0,0.0
45,0,0.0,0.0
46,0,0.0,0.0
47,0,0.0,0.0
48,0,0.0,0.0
49,0,0.0,0.0
50,0,0.0,0.0
51,0,0.0,0.0
52,0,0.0,0.0
53,0,0.0,0.0
54,0,0.0,0.0
55,0,0.0,0.0
56,0,0.0,0.0
57,0,0.0,0.0
58,0,0.0,0.0
59,0,0.0,0.0
60,0,0.0,0.0
61,0,0.0,0.0
62,0,0.0,0.0
63,0,0.0,0.0
64,0,0.0,0.0
65,0,0.0,0.0
66,0,0.0,0.0
67,0,0.0,0.0
68,0,0.0,0.0
69,0,0.0,0.0
70,0,0.0,0.0
71,0,0.0,0.0
72,0,0.0,0.0
73,0,0.0,0.0
74,0,0.0,0.0
75,0,0.0,0.0
76,0,0.0,0.0
77,0,0.0,0.0
78,0,0.0,0.0
79,0,0.0,0.0
