Frame,Ball,x,y
0,1,0.519,0.079
1,1,0.52,0.071
2,1,0.52,0.065
3,1,0.521,0.061
4,1,0.521,0.053
5,1,0.52,0.05
6,1,0.521,0.049
7,1,0.521,0.049
8,1,0.521,0.047
9,1,0.522,0.049
10,1,0.522,0.053
11,1,0.523,0.054
12,1,0.523,0.06
13,1,0.522,0.062
14,1,0.524,0.069
15,1,0.524,0.076
16,1,0.52,0.099
17,2,0.0,0.0
18,1,0.507,0.176
19,2,0.0,0.0
20,2,0.0,0.0
21,1,0.487,0.287
22,1,0.48,0.331
23,1,0.474,0.382
24,1,0.47,0.436
25,1,0.466,0.499
26,1,0.462,0.515
27,1,0.455,0.521
28,1,0.452,0.528
29,1,0.447,0.536
30,1,0.443,0.55
31,1,0.439,0.567
32,1,0.434,0.585
33,1,0.43,0.61
34,1,0.428,0.615
35,1,0.428,0.553
36,1,0.429,0.503
37,1,0.429,0.461
38,1,0.43,0.429
39,2,0.0,0.0
40,1,0.43,0.374
41,1,0.43,0.353
42,1,0.431,0.338
43,1,0.433,0.324
44,2,0.0,0.0
45,1,0.434,0.303
46,1,0.435,0.293
47,1,0.434,0.289
48,1,0.436,0.287
49,1,0.437,0.285
50,1,0.438,0.285
51,1,0.438,0.285
52,1,0.439,0.287
53,1,0.44,0.285
54,1,0.44,0.268
55,1,0.44,0.256
56,2,0.0,0.0
57,1,0.442,0.226
58,2,0.0,0.0
59,2,0.0,0.0
60,1,0.443,0.199
61,1,0.444,0.19
62,1,0.448,0.189
63,1,0.455,0.19
64,2,0.0,0.0
65,1,0.47,0.196
66,2,0.0,0.0
67,2,0.0,0.0
68,1,0.498,0.222
69,1,0.506,0.233
70,2,0.0,0.0
71,1,0.525,0.264
72,1,0.537,0.281
73,1,0.549,0.301
74,1,0.558,0.324
75,2,0.0,0.0
76,1,0.58,0.375
77,2,0.0,0.0
78,1,0.605,0.439
79,1,0.618,0.469
80,1,0.631,0.512
81,1,0.644,0.553
82,1,0.656,0.596
83,1,0.671,0.633
84,1,0.681,0.629
85,1,0.693,0.628
86,1,0.702,0.626
87,1,0.715,0.628
88,2,0.0,0.0
89,1,0.738,0.635
90,2,0.0,0.0
91,2,0.0,0.0
92,1,0.655,0.5
93,1,0.608,0.431
94,1,0.586,0.403
95,2,0.0,0.0
96,1,0.552,0.365
97,2,0.0,0.0
98,2,0.0,0.0
99,1,0.509,0.329
100,2,0.0,0.0
101,1,0.487,0.317
102,1,0.477,0.314
103,2,0.0,0.0
104,1,0.457,0.312
105,2,0.0,0.0
106,1,0.441,0.314
107,2,0.0,0.0
108,1,0.428,0.287
109,1,0.424,0.271
110,1,0.419,0.258
111,2,0.0,0.0
112,1,0.412,0.233
113,2,0.0,0.0
114,1,0.403,0.211
115,1,0.399,0.208
116,1,0.398,0.201
117,1,0.394,0.199
118,1,0.39,0.197
119,1,0.385,0.194
120,1,0.382,0.194
121,1,0.381,0.192
122,1,0.381,0.189
123,1,0.382,0.188
124,1,0.382,0.189
125,1,0.384,0.193
126,1,0.384,0.199
127,1,0.383,0.204
128,1,0.385,0.211
129,1,0.385,0.221
130,1,0.386,0.236
131,1,0.388,0.249
132,1,0.39,0.268
133,1,0.391,0.289
134,2,0.0,0.0
135,1,0.394,0.335
136,1,0.397,0.361
137,1,0.398,0.394
138,1,0.401,0.425
139,1,0.402,0.463
140,1,0.404,0.5
141,1,0.406,0.543
142,1,0.41,0.585
143,1,0.412,0.631
144,1,0.416,0.679
145,1,0.416,0.678
146,1,0.419,0.676
147,1,0.421,0.675
148,1,0.421,0.678
149,1,0.437,0.619
150,1,0.452,0.56
151,1,0.466,0.504
152,1,0.477,0.464
153,1,0.49,0.429
154,2,0.0,0.0
155,1,0.509,0.372
156,2,0.0,0.0
