Frame,Ball,x,y
0,1,0.409,0.621
1,1,0.4,0.64
2,1,0.392,0.662
3,1,0.384,0.689
4,1,0.377,0.717
5,1,0.37,0.746
6,1,0.364,0.769
7,1,0.373,0.71
8,1,0.381,0.657
9,1,0.388,0.61
10,1,0.395,0.564
11,1,0.402,0.526
12,1,0.409,0.493
13,1,0.412,0.463
14,1,0.42,0.432
15,1,0.424,0.407
16,1,0.43,0.385
17,1,0.434,0.362
18,1,0.438,0.344
19,1,0.442,0.329
20,1,0.446,0.312
21,1,0.45,0.3
22,1,0.453,0.287
23,1,0.455,0.279
24,1,0.459,0.269
25,1,0.463,0.263
26,1,0.466,0.254
27,1,0.47,0.25
28,1,0.471,0.246
29,1,0.474,0.243
30,1,0.477,0.24
31,1,0.48,0.239
32,1,0.481,0.239
33,1,0.484,0.239
34,1,0.487,0.239
35,1,0.488,0.24
36,1,0.491,0.244
37,1,0.492,0.247
38,1,0.495,0.25
39,1,0.496,0.253
40,1,0.498,0.253
41,1,0.498,0.239
42,2,0.0,0.0
43,1,0.5,0.212
44,1,0.501,0.201
45,2,0.0,0.0
46,2,0.0,0.0
47,1,0.503,0.172
48,1,0.504,0.165
49,1,0.505,0.157
50,1,0.506,0.15
51,1,0.507,0.146
52,1,0.507,0.142
53,2,0.0,0.0
54,1,0.504,0.139
55,1,0.499,0.146
56,1,0.494,0.157
57,1,0.489,0.163
58,1,0.483,0.175
59,1,0.477,0.183
60,1,0.471,0.194
61,1,0.465,0.207
62,1,0.458,0.222
63,1,0.452,0.236
64,1,0.445,0.253
65,1,0.438,0.271
66,1,0.431,0.29
67,1,0.424,0.31
68,1,0.417,0.328
69,1,0.409,0.351
70,1,0.402,0.378
71,1,0.394,0.403
72,1,0.385,0.428
73,1,0.377,0.458
74,1,0.368,0.489
75,1,0.359,0.519
76,1,0.349,0.553
77,1,0.341,0.585
78,1,0.33,0.626
79,1,0.322,0.644
80,1,0.315,0.649
81,1,0.308,0.653
82,1,0.298,0.661
83,1,0.293,0.667
84,2,0.0,0.0
85,1,0.277,0.688
86,1,0.267,0.701
87,1,0.258,0.715
88,1,0.252,0.731
89,1,0.243,0.749
90,1,0.233,0.768
91,1,0.226,0.789
92,1,0.216,0.812
93,1,0.23,0.765
94,1,0.246,0.708
95,1,0.261,0.656
96,1,0.276,0.608
97,1,0.289,0.564
98,1,0.301,0.526
99,1,0.312,0.49
100,2,0.0,0.0
101,1,0.334,0.426
102,1,0.344,0.397
103,1,0.353,0.371
104,1,0.362,0.344
105,1,0.371,0.321
106,1,0.379,0.299
107,1,0.387,0.281
108,1,0.394,0.263
109,1,0.402,0.246
110,1,0.409,0.229
111,1,0.414,0.219
112,1,0.422,0.204
113,1,0.427,0.193
114,1,0.433,0.182
115,1,0.438,0.171
116,1,0.444,0.161
117,1,0.448,0.154
118,1,0.454,0.149
119,1,0.458,0.142
120,1,0.463,0.138
121,1,0.467,0.132
122,1,0.473,0.129
123,1,0.476,0.126
124,1,0.48,0.125
125,1,0.484,0.124
126,1,0.489,0.122
127,1,0.491,0.121
128,1,0.495,0.121
129,1,0.5,0.124
130,1,0.502,0.125
131,1,0.507,0.125
