Frame,Ball,x,y
0,1,0.648,0.479
1,1,0.666,0.528
2,1,0.687,0.576
3,2,0.0,0.0
4,1,0.722,0.606
5,2,0.0,0.0
6,1,0.758,0.619
7,1,0.778,0.628
8,2,0.0,0.0
9,2,0.0,0.0
10,1,0.753,0.558
11,1,0.734,0.525
12,1,0.718,0.499
13,1,0.702,0.471
14,1,0.686,0.444
15,1,0.674,0.425
16,2,0.0,0.0
17,1,0.648,0.389
18,1,0.637,0.372
19,1,0.627,0.36
20,1,0.616,0.349
21,1,0.607,0.335
22,1,0.598,0.329
23,1,0.591,0.321
24,1,0.582,0.314
25,2,0.0,0.0
26,2,0.0,0.0
27,1,0.56,0.299
28,1,0.554,0.296
29,1,0.548,0.296
30,1,0.542,0.294
31,1,0.537,0.296
32,1,0.532,0.296
33,1,0.527,0.299
34,1,0.521,0.299
35,1,0.518,0.293
36,1,0.513,0.281
37,1,0.51,0.268
38,1,0.508,0.254
39,1,0.504,0.244
40,1,0.501,0.233
41,2,0.0,0.0
42,1,0.495,0.218
43,1,0.492,0.211
44,1,0.489,0.204
45,1,0.486,0.199
46,1,0.484,0.194
47,2,0.0,0.0
48,2,0.0,0.0
49,1,0.475,0.185
50,1,0.473,0.186
51,2,0.0,0.0
52,1,0.473,0.196
53,1,0.475,0.206
54,1,0.476,0.217
55,1,0.477,0.222
56,1,0.478,0.215
57,1,0.48,0.206
58,1,0.48,0.196
59,2,0.0,0.0
60,2,0.0,0.0
61,1,0.484,0.176
62,1,0.484,0.172
63,1,0.485,0.167
64,3,0.0,0.0
65,0,0.0,0.0
66,0,0.0,0.0
67,0,0.0,0.0
68,0,0.0,0.0
69,0,0.0,0.0
70,0,0.0,0.0
71,0,0.0,0.0
72,0,0.0,0.0
73,0,0.0,0.0
74,0,0.0,0.0
75,0,0.0,0.0
76,0,0.0,0.0
77,0,0.0,0.0
78,0,0.0,0.0
79,0,0.0,0.0
80,0,0.0,0.0
