Frame,Ball,x,y
0,0,0.0,0.0
1,0,0.0,0.0
2,0,0.0,0.0
3,0,0.0,0.0
4,0,0.0,0.0
5,0,0.0,0.0
6,0,0.0,0.0
7,0,0.0,0.0
8,0,0.0,0.0
9,1,0.675,0.578
10,1,0.68,0.549
11,1,0.684,0.517
12,1,0.683,0.483
13,1,0.682,0.45
14,1,0.68,0.417
15,1,0.679,0.383
16,1,0.678,0.358
17,1,0.674,0.331
18,1,0.672,0.308
19,1,0.67,0.287
20,1,0.669,0.269
21,1,0.667,0.256
22,1,0.664,0.237
23,1,0.662,0.226
24,1,0.66,0.215
25,1,0.657,0.211
26,1,0.655,0.206
27,1,0.653,0.199
28,1,0.648,0.201
29,1,0.648,0.204
30,1,0.646,0.208
31,1,0.643,0.217
32,1,0.641,0.225
33,1,0.637,0.236
34,1,0.634,0.247
35,1,0.633,0.264
36,1,0.63,0.285
37,1,0.627,0.301
38,1,0.57,0.272
39,1,0.531,0.256
40,1,0.499,0.244
41,1,0.476,0.236
42,1,0.455,0.231
43,1,0.438,0.229
44,1,0.425,0.231
45,1,0.412,0.231
46,1,0.401,0.236
47,1,0.39,0.242
48,1,0.382,0.232
49,1,0.376,0.214
50,1,0.37,0.194
51,1,0.363,0.176
52,1,0.36,0.164
53,1,0.354,0.153
54,1,0.349,0.144
55,1,0.345,0.136
56,1,0.341,0.128
57,1,0.337,0.125
58,1,0.334,0.125
59,1,0.329,0.119
60,1,0.325,0.119
61,1,0.321,0.119
62,1,0.32,0.119
63,1,0.316,0.119
64,1,0.313,0.126
65,2,0.0,0.0
66,1,0.306,0.121
67,1,0.301,0.126
68,2,0.0,0.0
69,1,0.295,0.126
70,1,0.29,0.133
71,1,0.287,0.139
72,2,0.0,0.0
73,2,0.0,0.0
74,1,0.268,0.143
