Frame,Ball,x,y
0,1,0.553,0.381
1,1,0.552,0.381
2,1,0.549,0.383
3,1,0.548,0.381
4,1,0.548,0.389
5,1,0.547,0.394
6,2,0.0,0.0
7,2,0.0,0.0
8,1,0.544,0.419
9,1,0.541,0.432
10,1,0.54,0.443
11,1,0.534,0.432
12,1,0.527,0.404
13,2,0.0,0.0
14,1,0.515,0.357
15,1,0.509,0.34
16,2,0.0,0.0
17,1,0.495,0.319
18,1,0.492,0.311
19,1,0.488,0.307
20,1,0.484,0.289
21,1,0.48,0.249
22,1,0.478,0.217
23,1,0.475,0.192
24,1,0.473,0.167
25,1,0.468,0.14
26,1,0.466,0.121
27,1,0.464,0.107
28,1,0.46,0.09
29,1,0.458,0.083
30,1,0.454,0.086
31,1,0.452,0.092
32,1,0.45,0.097
33,1,0.447,0.104
34,1,0.445,0.107
35,1,0.441,0.117
36,1,0.437,0.125
37,1,0.434,0.135
38,1,0.43,0.147
39,1,0.427,0.161
40,1,0.423,0.174
41,1,0.42,0.189
42,1,0.416,0.206
43,1,0.411,0.221
44,1,0.407,0.242
45,1,0.402,0.264
46,1,0.398,0.285
47,1,0.393,0.311
48,2,0.0,0.0
49,1,0.383,0.367
50,1,0.377,0.39
51,1,0.372,0.422
52,1,0.368,0.451
53,1,0.362,0.483
54,1,0.358,0.494
55,1,0.352,0.49
56,1,0.348,0.49
57,1,0.344,0.489
58,1,0.34,0.49
59,1,0.336,0.496
60,1,0.33,0.501
61,1,0.325,0.507
62,1,0.32,0.515
63,1,0.316,0.529
64,1,0.312,0.539
65,1,0.307,0.554
66,1,0.301,0.571
67,1,0.295,0.588
68,3,0.0,0.0
69,1,0.349,0.501
70,1,0.374,0.458
71,1,0.4,0.422
72,2,0.0,0.0
73,1,0.443,0.36
74,1,0.465,0.338
75,1,0.481,0.317
76,1,0.499,0.301
77,1,0.515,0.281
78,1,0.531,0.269
79,1,0.544,0.264
80,1,0.559,0.256
81,1,0.57,0.249
82,1,0.582,0.246
83,1,0.595,0.244
84,1,0.603,0.244
85,1,0.612,0.244
86,1,0.62,0.221
87,1,0.627,0.204
88,1,0.633,0.188
89,2,0.0,0.0
90,1,0.645,0.163
91,1,0.649,0.151
92,1,0.655,0.144
93,1,0.661,0.136
94,1,0.665,0.132
95,1,0.67,0.126
96,1,0.676,0.124
97,1,0.673,0.121
98,1,0.662,0.121
99,1,0.648,0.119
100,1,0.635,0.119
101,1,0.624,0.121
102,1,0.612,0.126
103,1,0.598,0.129
104,1,0.586,0.136
105,1,0.573,0.143
106,1,0.561,0.151
107,1,0.547,0.161
108,1,0.534,0.175
109,1,0.52,0.188
110,1,0.506,0.2
111,1,0.491,0.221
112,1,0.478,0.236
113,1,0.463,0.258
114,1,0.448,0.278
115,1,0.434,0.303
116,1,0.419,0.324
117,1,0.402,0.353
118,1,0.389,0.382
119,1,0.373,0.414
120,1,0.358,0.442
121,1,0.344,0.469
122,3,0.0,0.0
123,3,0.0,0.0
124,3,0.0,0.0
125,1,0.303,0.457
126,2,0.0,0.0
127,1,0.292,0.439
128,1,0.298,0.417
129,1,0.301,0.399
130,1,0.305,0.382
131,1,0.308,0.367
132,1,0.312,0.354
133,2,0.0,0.0
134,2,0.0,0.0
135,2,0.0,0.0
136,1,0.325,0.314
137,1,0.329,0.308
138,1,0.332,0.306
139,1,0.335,0.301
140,1,0.338,0.301
141,1,0.342,0.301
142,1,0.344,0.297
143,1,0.348,0.297
144,1,0.352,0.301
145,1,0.354,0.306
146,1,0.356,0.311
147,1,0.359,0.314
148,2,0.0,0.0
149,2,0.0,0.0
150,1,0.367,0.339
151,1,0.368,0.335
152,2,0.0,0.0
153,1,0.368,0.312
154,1,0.37,0.306
155,1,0.37,0.297
156,1,0.368,0.293
157,1,0.368,0.29
158,1,0.37,0.287
159,1,0.368,0.285
160,1,0.368,0.285
161,1,0.368,0.285
162,1,0.37,0.287
163,1,0.37,0.285
164,1,0.371,0.292
165,1,0.37,0.294
166,1,0.37,0.303
167,1,0.372,0.311
168,1,0.371,0.319
169,1,0.37,0.311
170,1,0.37,0.304
171,1,0.368,0.297
172,1,0.368,0.293
173,1,0.366,0.292
174,1,0.366,0.287
175,1,0.366,0.285
176,1,0.362,0.287
177,1,0.356,0.292
178,1,0.352,0.296
179,1,0.343,0.301
180,1,0.337,0.307
181,2,0.0,0.0
182,2,0.0,0.0
183,2,0.0,0.0
184,1,0.312,0.354
185,1,0.308,0.367
186,1,0.3,0.383
187,1,0.295,0.382
188,1,0.292,0.381
