Frame,Ball,x,y
0,1,0.68,0.39
1,1,0.679,0.362
2,1,0.679,0.336
3,2,0.0,0.0
4,1,0.677,0.292
5,1,0.677,0.275
6,1,0.678,0.258
7,1,0.675,0.244
8,1,0.676,0.231
9,1,0.675,0.226
10,1,0.672,0.217
11,1,0.673,0.212
12,1,0.673,0.21
13,1,0.672,0.212
14,1,0.672,0.212
15,1,0.67,0.217
16,1,0.669,0.226
17,1,0.666,0.233
18,1,0.666,0.246
19,1,0.665,0.258
20,2,0.0,0.0
21,1,0.595,0.247
22,1,0.545,0.232
23,2,0.0,0.0
24,1,0.476,0.217
25,1,0.452,0.215
26,1,0.431,0.215
27,1,0.413,0.217
28,2,0.0,0.0
29,2,0.0,0.0
30,2,0.0,0.0
31,1,0.363,0.199
32,2,0.0,0.0
33,1,0.347,0.16
34,1,0.339,0.147
