Frame,Ball,x,y
0,1,0.549,0.385
1,1,0.548,0.386
2,1,0.548,0.389
3,1,0.547,0.392
4,1,0.546,0.399
5,1,0.545,0.408
6,1,0.544,0.417
7,1,0.542,0.425
8,1,0.542,0.439
9,1,0.54,0.45
10,1,0.515,0.417
11,1,0.491,0.386
12,1,0.47,0.361
13,1,0.454,0.34
14,2,0.0,0.0
15,1,0.425,0.314
16,1,0.409,0.304
17,1,0.398,0.296
18,1,0.385,0.289
19,1,0.375,0.287
20,1,0.367,0.275
21,1,0.359,0.237
22,1,0.353,0.208
23,1,0.346,0.183
24,1,0.34,0.153
25,1,0.334,0.133
26,1,0.327,0.113
27,1,0.321,0.096
28,1,0.323,0.092
29,1,0.335,0.101
30,1,0.348,0.111
31,1,0.358,0.121
32,1,0.374,0.136
33,1,0.385,0.149
34,1,0.398,0.163
35,1,0.411,0.178
36,1,0.426,0.196
37,1,0.438,0.219
38,1,0.452,0.237
39,1,0.466,0.261
40,1,0.478,0.285
41,1,0.492,0.311
42,2,0.0,0.0
43,1,0.521,0.368
44,1,0.536,0.399
45,1,0.552,0.433
46,1,0.566,0.469
47,1,0.581,0.507
48,1,0.597,0.546
49,1,0.609,0.586
50,3,0.0,0.0
51,1,0.636,0.613
52,1,0.647,0.618
53,1,0.657,0.625
54,1,0.666,0.635
55,1,0.679,0.647
56,1,0.691,0.662
57,1,0.701,0.675
58,1,0.712,0.692
59,1,0.715,0.675
60,1,0.708,0.618
61,1,0.701,0.568
62,1,0.693,0.522
63,1,0.688,0.485
64,1,0.68,0.45
65,1,0.674,0.418
66,1,0.67,0.392
67,1,0.662,0.371
68,1,0.657,0.351
69,1,0.652,0.336
70,2,0.0,0.0
71,1,0.645,0.311
72,1,0.637,0.306
73,1,0.634,0.301
74,1,0.629,0.293
75,1,0.625,0.292
76,1,0.62,0.293
77,1,0.617,0.294
78,1,0.613,0.285
79,1,0.612,0.261
80,1,0.609,0.24
81,1,0.607,0.224
82,1,0.606,0.207
83,1,0.603,0.192
84,2,0.0,0.0
85,1,0.599,0.172
86,1,0.597,0.165
87,1,0.596,0.157
88,1,0.594,0.15
89,1,0.591,0.143
90,1,0.591,0.142
91,1,0.589,0.139
92,1,0.586,0.14
93,1,0.585,0.14
94,1,0.584,0.142
95,1,0.581,0.144
96,1,0.579,0.144
97,1,0.573,0.146
98,1,0.566,0.147
99,1,0.561,0.146
100,2,0.0,0.0
101,1,0.549,0.15
102,1,0.544,0.153
103,1,0.539,0.157
104,1,0.534,0.161
105,1,0.528,0.168
106,1,0.523,0.171
107,2,0.0,0.0
108,1,0.51,0.19
109,1,0.505,0.199
110,1,0.501,0.208
111,1,0.495,0.217
112,1,0.489,0.232
113,1,0.484,0.246
114,1,0.478,0.258
115,1,0.473,0.274
116,1,0.466,0.293
117,1,0.463,0.311
118,1,0.457,0.326
119,1,0.45,0.351
120,1,0.444,0.372
121,1,0.439,0.397
122,1,0.433,0.422
123,1,0.426,0.449
124,1,0.42,0.478
125,1,0.413,0.506
126,1,0.408,0.536
127,1,0.402,0.568
128,1,0.395,0.603
129,1,0.391,0.61
130,1,0.386,0.608
131,1,0.384,0.607
132,1,0.38,0.607
133,1,0.377,0.604
134,1,0.374,0.611
135,1,0.371,0.617
136,1,0.366,0.621
137,1,0.363,0.632
138,1,0.36,0.64
139,1,0.36,0.583
140,1,0.361,0.531
141,1,0.362,0.479
142,1,0.362,0.433
143,1,0.362,0.4
144,1,0.362,0.362
145,1,0.362,0.342
146,1,0.363,0.317
147,1,0.363,0.297
148,1,0.363,0.278
149,1,0.364,0.268
150,1,0.364,0.253
151,1,0.363,0.246
152,1,0.364,0.239
153,1,0.365,0.233
154,1,0.365,0.226
155,1,0.364,0.228
156,1,0.366,0.228
157,1,0.365,0.211
158,1,0.366,0.192
159,1,0.366,0.172
160,1,0.367,0.158
161,1,0.367,0.142
162,1,0.368,0.128
163,1,0.368,0.118
164,1,0.37,0.11
165,1,0.37,0.1
166,1,0.37,0.094
167,1,0.37,0.092
168,1,0.372,0.086
169,1,0.366,0.1
170,1,0.361,0.111
171,1,0.356,0.131
172,1,0.352,0.144
173,1,0.346,0.164
174,2,0.0,0.0
175,1,0.338,0.204
176,1,0.334,0.232
177,1,0.327,0.258
178,1,0.322,0.289
179,1,0.317,0.321
180,1,0.311,0.36
181,1,0.307,0.394
182,2,0.0,0.0
183,1,0.297,0.479
184,1,0.289,0.529
185,1,0.283,0.575
186,1,0.276,0.628
187,1,0.27,0.688
188,1,0.266,0.708
189,1,0.259,0.722
190,1,0.252,0.74
191,1,0.246,0.754
192,1,0.241,0.775
193,2,0.0,0.0
194,1,0.229,0.824
195,1,0.222,0.854
