Frame,Ball,x,y
0,1,0.48,0.196
1,1,0.484,0.235
2,1,0.488,0.272
3,1,0.493,0.315
4,2,0.0,0.0
5,1,0.504,0.404
6,1,0.509,0.453
7,1,0.516,0.504
8,1,0.523,0.557
9,1,0.528,0.567
10,1,0.534,0.578
11,1,0.541,0.593
12,1,0.548,0.61
13,1,0.555,0.629
14,1,0.563,0.651
15,1,0.573,0.676
16,1,0.581,0.706
17,1,0.591,0.735
18,1,0.59,0.71
19,1,0.584,0.665
20,1,0.579,0.628
21,1,0.575,0.592
22,1,0.571,0.561
23,1,0.567,0.535
24,1,0.564,0.508
25,1,0.561,0.487
26,1,0.559,0.469
27,1,0.556,0.451
28,1,0.554,0.433
29,1,0.552,0.419
30,1,0.55,0.408
31,1,0.549,0.399
32,1,0.548,0.39
33,1,0.546,0.381
34,1,0.545,0.375
35,1,0.545,0.369
36,1,0.545,0.371
37,1,0.546,0.372
38,1,0.546,0.376
39,1,0.546,0.379
40,1,0.547,0.385
41,1,0.547,0.392
42,1,0.547,0.397
43,1,0.547,0.403
44,1,0.547,0.41
45,1,0.548,0.418
46,1,0.547,0.424
47,1,0.548,0.421
48,1,0.548,0.414
49,1,0.548,0.411
50,1,0.548,0.407
51,1,0.549,0.404
52,1,0.549,0.403
53,1,0.549,0.4
54,1,0.549,0.4
55,1,0.55,0.4
56,1,0.551,0.4
57,1,0.551,0.403
58,1,0.551,0.406
59,1,0.552,0.41
60,1,0.552,0.412
61,1,0.552,0.418
62,1,0.552,0.424
63,1,0.552,0.431
64,1,0.552,0.438
