Frame,Ball,x,y
0,1,0.37,0.264
1,1,0.373,0.24
2,1,0.374,0.221
3,1,0.373,0.201
4,1,0.377,0.185
5,1,0.379,0.172
6,1,0.379,0.164
7,1,0.381,0.151
8,1,0.383,0.15
9,1,0.384,0.146
10,1,0.388,0.147
11,1,0.388,0.147
12,1,0.39,0.151
13,1,0.392,0.158
14,1,0.394,0.167
15,1,0.395,0.178
16,1,0.398,0.194
17,1,0.4,0.21
18,1,0.424,0.211
19,1,0.461,0.207
20,1,0.488,0.204
21,1,0.509,0.204
22,1,0.529,0.206
23,1,0.542,0.21
24,1,0.555,0.214
25,1,0.567,0.221
26,1,0.577,0.228
27,2,0.0,0.0
28,1,0.593,0.24
29,1,0.599,0.247
30,2,0.0,0.0
31,1,0.609,0.217
32,1,0.611,0.206
33,1,0.611,0.188
34,1,0.613,0.178
35,1,0.615,0.172
36,2,0.0,0.0
37,1,0.623,0.157
38,2,0.0,0.0
39,2,0.0,0.0
40,1,0.628,0.143
41,1,0.629,0.143
42,1,0.63,0.144
43,2,0.0,0.0
44,2,0.0,0.0
45,2,0.0,0.0
46,2,0.0,0.0
47,2,0.0,0.0
48,2,0.0,0.0
49,1,0.616,0.136
50,1,0.606,0.132
51,1,0.599,0.129
52,1,0.59,0.131
53,1,0.58,0.129
54,1,0.57,0.131
55,1,0.562,0.132
56,1,0.552,0.135
57,1,0.539,0.139
58,1,0.527,0.144
59,1,0.516,0.151
60,1,0.503,0.163
61,1,0.491,0.172
62,1,0.474,0.189
63,1,0.461,0.201
64,1,0.445,0.222
65,1,0.425,0.242
66,1,0.409,0.265
67,1,0.4,0.281
68,1,0.412,0.265
69,1,0.425,0.253
70,1,0.437,0.239
71,1,0.448,0.232
72,1,0.459,0.225
73,1,0.47,0.217
74,1,0.48,0.211
75,1,0.491,0.208
76,1,0.499,0.207
77,1,0.508,0.206
78,1,0.517,0.206
79,1,0.526,0.207
80,1,0.533,0.208
81,1,0.542,0.211
82,1,0.548,0.215
83,1,0.555,0.221
84,1,0.563,0.228
85,1,0.571,0.232
86,1,0.577,0.24
87,1,0.584,0.249
88,1,0.59,0.256
89,1,0.596,0.264
90,1,0.6,0.268
91,1,0.602,0.258
92,1,0.603,0.247
93,1,0.607,0.243
94,2,0.0,0.0
95,2,0.0,0.0
96,2,0.0,0.0
97,1,0.616,0.219
98,1,0.62,0.219
99,1,0.623,0.215
100,1,0.624,0.217
101,1,0.625,0.215
