Frame,Ball,x,y
0,1,0.471,0.176
1,1,0.47,0.168
2,1,0.47,0.16
3,1,0.47,0.144
4,2,0.0,0.0
5,2,0.0,0.0
6,1,0.471,0.108
7,1,0.473,0.099
8,1,0.472,0.087
9,1,0.473,0.081
10,1,0.473,0.072
11,1,0.473,0.067
12,1,0.473,0.061
13,1,0.474,0.056
14,1,0.474,0.051
15,2,0.0,0.0
16,2,0.0,0.0
17,2,0.0,0.0
18,2,0.0,0.0
19,2,0.0,0.0
20,1,0.476,0.047
21,1,0.477,0.051
22,1,0.477,0.054
23,1,0.48,0.06
24,1,0.48,0.065
25,1,0.48,0.071
26,1,0.48,0.079
27,1,0.489,0.096
28,2,0.0,0.0
29,1,0.52,0.157
30,1,0.538,0.194
31,2,0.0,0.0
32,1,0.581,0.274
33,1,0.602,0.319
34,1,0.628,0.367
35,1,0.653,0.421
36,1,0.68,0.479
37,1,0.71,0.54
38,1,0.737,0.546
39,1,0.763,0.554
40,2,0.0,0.0
41,1,0.822,0.583
42,1,0.855,0.604
43,1,0.891,0.626
44,1,0.928,0.656
45,1,0.973,0.688
46,0,0.0,0.0
