Frame,Ball,x,y
0,1,0.482,0.101
1,1,0.48,0.097
2,1,0.48,0.092
3,1,0.48,0.085
4,1,0.48,0.083
5,1,0.478,0.081
6,1,0.479,0.076
7,1,0.477,0.076
8,1,0.479,0.071
9,1,0.478,0.071
10,1,0.477,0.072
11,1,0.477,0.072
12,1,0.477,0.076
13,1,0.476,0.082
14,1,0.477,0.085
15,1,0.476,0.087
16,1,0.474,0.092
17,1,0.48,0.103
18,1,0.484,0.115
19,1,0.488,0.131
20,1,0.493,0.149
21,1,0.498,0.171
22,1,0.504,0.193
23,1,0.509,0.222
24,1,0.512,0.253
25,1,0.519,0.292
26,1,0.523,0.331
27,1,0.53,0.372
28,1,0.537,0.367
29,1,0.544,0.365
30,1,0.549,0.368
31,1,0.558,0.375
32,1,0.566,0.382
33,1,0.574,0.393
34,1,0.583,0.41
35,1,0.595,0.432
36,1,0.605,0.458
37,1,0.618,0.499
38,1,0.63,0.544
39,1,0.648,0.6
40,1,0.665,0.668
41,1,0.684,0.762
42,1,0.707,0.876
43,1,0.715,0.925
44,1,0.671,0.717
45,1,0.642,0.579
46,1,0.619,0.482
47,1,0.603,0.417
48,1,0.59,0.361
49,1,0.579,0.324
50,1,0.57,0.296
51,1,0.562,0.272
52,1,0.557,0.258
53,1,0.552,0.242
54,1,0.548,0.236
55,1,0.545,0.228
56,1,0.542,0.226
57,1,0.54,0.221
58,1,0.537,0.224
59,1,0.536,0.225
60,1,0.533,0.226
61,1,0.533,0.228
62,2,0.0,0.0
63,2,0.0,0.0
64,1,0.527,0.242
65,2,0.0,0.0
66,1,0.527,0.221
67,1,0.528,0.206
68,1,0.527,0.201
69,1,0.527,0.19
70,1,0.525,0.185
71,1,0.526,0.183
72,1,0.527,0.176
73,1,0.526,0.171
74,1,0.525,0.172
75,1,0.526,0.168
76,1,0.527,0.164
77,1,0.528,0.157
78,1,0.533,0.15
79,1,0.534,0.142
80,1,0.537,0.136
81,1,0.539,0.131
82,1,0.541,0.124
83,1,0.545,0.121
84,1,0.549,0.115
85,1,0.551,0.113
86,1,0.555,0.111
87,1,0.557,0.108
88,1,0.561,0.104
89,1,0.563,0.107
90,1,0.568,0.107
91,1,0.571,0.108
92,1,0.574,0.108
93,1,0.578,0.111
94,1,0.582,0.114
95,1,0.586,0.117
96,2,0.0,0.0
97,1,0.595,0.131
98,1,0.598,0.135
99,1,0.602,0.144
100,1,0.608,0.153
101,1,0.611,0.165
102,1,0.616,0.175
103,1,0.62,0.19
104,1,0.625,0.204
105,1,0.629,0.221
106,1,0.635,0.237
107,1,0.64,0.256
108,1,0.645,0.278
109,1,0.649,0.296
110,1,0.654,0.319
111,1,0.66,0.335
112,1,0.662,0.319
113,2,0.0,0.0
114,2,0.0,0.0
115,1,0.666,0.289
116,1,0.67,0.281
117,1,0.672,0.272
118,1,0.673,0.264
119,1,0.677,0.264
120,1,0.679,0.258
121,2,0.0,0.0
