Frame,Ball,x,y
0,1,0.521,0.093
1,1,0.542,0.14
2,2,0.0,0.0
3,1,0.585,0.239
4,1,0.607,0.293
5,1,0.633,0.351
6,1,0.658,0.411
7,1,0.682,0.475
8,1,0.711,0.531
9,1,0.731,0.536
10,1,0.755,0.546
11,1,0.776,0.553
12,1,0.798,0.568
13,1,0.826,0.586
14,1,0.852,0.608
15,1,0.878,0.628
16,1,0.906,0.658
17,1,0.934,0.688
18,1,0.926,0.658
19,1,0.898,0.603
20,1,0.871,0.553
21,1,0.847,0.51
22,1,0.824,0.469
23,1,0.802,0.433
24,1,0.782,0.399
25,1,0.765,0.374
26,1,0.746,0.346
27,2,0.0,0.0
28,1,0.716,0.304
29,1,0.7,0.287
30,1,0.688,0.272
31,1,0.673,0.256
32,2,0.0,0.0
33,1,0.651,0.239
34,1,0.64,0.228
35,1,0.629,0.224
36,1,0.617,0.217
37,1,0.609,0.215
38,1,0.598,0.214
39,1,0.589,0.211
40,1,0.58,0.21
41,1,0.574,0.212
42,1,0.565,0.215
43,1,0.559,0.217
44,1,0.552,0.224
45,1,0.545,0.225
46,1,0.541,0.207
47,1,0.536,0.19
48,1,0.534,0.176
49,1,0.529,0.161
50,1,0.526,0.149
51,1,0.52,0.14
52,1,0.52,0.139
53,1,0.529,0.149
54,1,0.534,0.157
55,1,0.537,0.165
56,1,0.542,0.179
57,1,0.546,0.194
58,1,0.552,0.208
59,1,0.556,0.228
60,1,0.562,0.251
61,1,0.568,0.272
62,1,0.573,0.297
63,1,0.579,0.321
64,1,0.586,0.35
65,1,0.591,0.382
66,1,0.597,0.415
67,1,0.605,0.451
68,1,0.611,0.489
69,1,0.619,0.531
70,1,0.625,0.572
71,1,0.633,0.617
72,1,0.635,0.621
73,1,0.64,0.625
74,1,0.647,0.624
75,1,0.648,0.629
76,1,0.654,0.635
77,1,0.658,0.644
78,1,0.662,0.65
79,1,0.67,0.667
80,1,0.674,0.685
81,1,0.679,0.699
82,1,0.683,0.719
83,1,0.689,0.742
84,1,0.692,0.761
85,1,0.677,0.714
86,1,0.656,0.664
87,1,0.642,0.617
88,1,0.624,0.576
89,1,0.611,0.536
90,1,0.597,0.504
91,1,0.583,0.468
92,1,0.572,0.44
93,1,0.56,0.414
94,1,0.548,0.39
95,1,0.539,0.369
96,1,0.528,0.349
97,2,0.0,0.0
98,1,0.509,0.314
99,1,0.502,0.307
100,1,0.491,0.293
101,1,0.484,0.281
102,1,0.475,0.271
103,1,0.467,0.265
104,1,0.459,0.258
105,1,0.453,0.249
106,1,0.445,0.246
107,1,0.438,0.246
108,1,0.431,0.242
109,1,0.426,0.242
110,1,0.42,0.242
111,1,0.413,0.243
112,1,0.408,0.244
113,1,0.402,0.247
114,1,0.395,0.251
115,1,0.391,0.258
116,1,0.385,0.261
117,1,0.38,0.264
118,1,0.377,0.251
119,1,0.373,0.232
120,1,0.371,0.224
121,1,0.368,0.211
122,1,0.366,0.199
123,1,0.363,0.189
124,2,0.0,0.0
125,1,0.359,0.176
126,1,0.355,0.171
127,1,0.353,0.167
128,1,0.358,0.171
129,1,0.371,0.181
130,1,0.39,0.199
131,1,0.406,0.214
132,1,0.424,0.239
133,1,0.444,0.264
134,1,0.46,0.287
135,1,0.478,0.317
136,1,0.498,0.346
137,1,0.515,0.375
138,1,0.537,0.417
139,1,0.557,0.457
140,1,0.576,0.497
141,1,0.598,0.544
142,1,0.617,0.593
143,1,0.641,0.643
144,1,0.656,0.647
145,1,0.673,0.657
146,1,0.689,0.664
147,1,0.706,0.676
148,1,0.723,0.689
149,1,0.74,0.707
150,1,0.758,0.726
151,1,0.777,0.747
152,1,0.794,0.769
153,1,0.812,0.794
154,1,0.789,0.719
155,1,0.766,0.649
156,1,0.751,0.594
157,1,0.731,0.54
158,1,0.718,0.494
159,1,0.706,0.457
160,2,0.0,0.0
161,1,0.68,0.392
162,1,0.671,0.367
163,1,0.661,0.342
164,2,0.0,0.0
165,1,0.644,0.311
166,1,0.637,0.296
167,1,0.631,0.287
168,1,0.625,0.278
169,1,0.616,0.265
170,1,0.612,0.264
171,1,0.604,0.258
172,1,0.602,0.256
173,1,0.598,0.249
174,1,0.595,0.24
175,1,0.591,0.233
176,1,0.588,0.232
177,1,0.585,0.228
178,1,0.582,0.224
179,1,0.58,0.222
180,1,0.575,0.221
181,1,0.571,0.219
182,1,0.566,0.225
183,1,0.564,0.225
184,1,0.561,0.231
185,1,0.556,0.239
186,1,0.552,0.242
187,1,0.548,0.251
188,1,0.543,0.261
189,1,0.538,0.272
190,1,0.536,0.285
191,1,0.53,0.301
192,1,0.524,0.312
193,1,0.521,0.325
194,1,0.517,0.343
195,1,0.513,0.361
196,1,0.509,0.376
197,1,0.504,0.4
198,1,0.504,0.408
