Frame,Ball,x,y
0,1,0.456,0.578
1,2,0.0,0.0
2,1,0.449,0.599
3,1,0.444,0.615
4,1,0.441,0.631
5,1,0.437,0.65
6,1,0.433,0.672
7,1,0.431,0.696
8,1,0.427,0.722
9,1,0.425,0.753
10,1,0.42,0.742
11,1,0.413,0.703
12,1,0.409,0.669
13,1,0.402,0.636
14,1,0.397,0.606
15,1,0.392,0.579
16,1,0.387,0.553
17,1,0.382,0.532
18,1,0.378,0.514
19,1,0.374,0.494
20,1,0.37,0.478
21,1,0.366,0.464
22,1,0.363,0.453
23,1,0.359,0.44
24,1,0.355,0.431
25,1,0.352,0.422
26,1,0.348,0.414
27,1,0.345,0.41
28,1,0.343,0.404
29,1,0.341,0.403
30,1,0.338,0.4
31,2,0.0,0.0
32,1,0.332,0.397
33,1,0.33,0.4
34,1,0.327,0.401
35,1,0.325,0.406
36,1,0.323,0.408
37,1,0.32,0.415
38,1,0.318,0.418
39,1,0.317,0.425
40,1,0.314,0.435
41,1,0.312,0.44
42,1,0.312,0.435
43,1,0.312,0.415
44,1,0.31,0.4
45,1,0.309,0.385
46,1,0.309,0.369
