Frame,Ball,x,y
0,1,0.46,0.642
1,1,0.463,0.632
2,1,0.465,0.618
3,1,0.466,0.596
4,1,0.467,0.575
5,1,0.467,0.547
6,1,0.467,0.522
7,1,0.466,0.5
8,1,0.466,0.479
9,1,0.465,0.461
10,1,0.464,0.443
11,1,0.464,0.426
12,1,0.463,0.415
13,1,0.463,0.403
14,1,0.463,0.39
15,1,0.463,0.382
16,1,0.462,0.374
17,1,0.46,0.369
18,1,0.46,0.367
19,1,0.459,0.362
20,1,0.459,0.362
21,1,0.459,0.365
22,1,0.457,0.369
23,1,0.457,0.374
24,1,0.456,0.382
25,1,0.456,0.39
26,1,0.455,0.399
27,1,0.455,0.41
28,2,0.0,0.0
29,1,0.517,0.374
30,1,0.542,0.357
31,2,0.0,0.0
32,2,0.0,0.0
33,1,0.602,0.326
34,1,0.616,0.322
35,1,0.627,0.321
36,1,0.637,0.319
37,1,0.644,0.311
38,1,0.653,0.269
39,1,0.658,0.247
40,1,0.664,0.224
41,1,0.67,0.206
42,1,0.674,0.185
43,1,0.677,0.174
44,1,0.681,0.161
45,1,0.684,0.149
46,1,0.688,0.142
47,1,0.691,0.133
48,1,0.693,0.129
49,1,0.695,0.125
50,1,0.698,0.121
51,1,0.699,0.124
52,1,0.7,0.124
53,1,0.702,0.121
54,1,0.705,0.126
55,1,0.709,0.129
56,1,0.712,0.132
57,1,0.72,0.139
58,1,0.724,0.142
59,2,0.0,0.0
60,2,0.0,0.0
61,1,0.738,0.163
62,1,0.742,0.171
