Frame,Ball,x,y
0,0,0.0,0.0
1,0,0.0,0.0
2,0,0.0,0.0
3,0,0.0,0.0
4,0,0.0,0.0
5,0,0.0,0.0
6,0,0.0,0.0
7,0,0.0,0.0
8,0,0.0,0.0
9,0,0.0,0.0
10,0,0.0,0.0
11,0,0.0,0.0
12,0,0.0,0.0
13,0,0.0,0.0
14,0,0.0,0.0
15,0,0.0,0.0
16,2,0.0,0.0
17,2,0.0,0.0
18,2,0.0,0.0
19,2,0.0,0.0
20,2,0.0,0.0
21,2,0.0,0.0
22,2,0.0,0.0
23,1,0.536,0.5
24,1,0.548,0.564
25,1,0.559,0.567
26,1,0.572,0.585
27,1,0.585,0.597
28,1,0.588,0.547
29,1,0.589,0.489
30,1,0.591,0.435
31,1,0.597,0.399
32,1,0.598,0.351
33,2,0.0,0.0
34,1,0.602,0.275
35,1,0.605,0.251
36,1,0.608,0.215
37,1,0.609,0.194
38,2,0.0,0.0
39,1,0.613,0.151
40,1,0.619,0.131
41,1,0.617,0.119
42,1,0.62,0.104
43,1,0.622,0.099
44,1,0.627,0.083
45,1,0.626,0.083
46,1,0.63,0.075
47,1,0.628,0.065
48,1,0.635,0.069
49,1,0.637,0.062
50,1,0.637,0.067
51,1,0.638,0.069
52,1,0.64,0.078
53,1,0.645,0.078
54,1,0.646,0.082
55,1,0.647,0.092
56,1,0.648,0.1
57,1,0.648,0.107
58,1,0.653,0.118
59,1,0.653,0.132
60,1,0.652,0.143
61,1,0.656,0.157
62,1,0.655,0.163
63,2,0.0,0.0
64,1,0.662,0.176
65,1,0.661,0.15
66,1,0.662,0.136
67,1,0.664,0.117
68,1,0.664,0.103
69,1,0.666,0.083
70,1,0.667,0.082
71,1,0.67,0.065
72,1,0.66,0.067
73,0,0.0,0.0
74,0,0.0,0.0
75,1,0.62,0.083
76,1,0.605,0.086
77,1,0.594,0.099
78,1,0.578,0.114
79,1,0.565,0.128
80,1,0.554,0.142
81,1,0.537,0.164
82,2,0.0,0.0
83,1,0.51,0.211
84,1,0.498,0.239
85,2,0.0,0.0
86,1,0.471,0.303
87,1,0.454,0.336
88,1,0.44,0.376
89,1,0.423,0.422
90,1,0.409,0.463
91,1,0.395,0.503
92,1,0.379,0.554
93,1,0.365,0.578
94,1,0.356,0.565
95,1,0.344,0.564
96,1,0.334,0.558
97,1,0.322,0.561
98,1,0.31,0.556
99,1,0.298,0.562
100,1,0.286,0.571
101,1,0.275,0.583
102,2,0.0,0.0
103,1,0.247,0.603
104,1,0.239,0.619
105,0,0.0,0.0
106,1,0.311,0.512
107,1,0.356,0.453
108,1,0.388,0.411
109,1,0.413,0.382
110,1,0.443,0.356
111,1,0.465,0.333
112,2,0.0,0.0
113,1,0.509,0.296
114,1,0.525,0.29
115,1,0.545,0.276
116,1,0.562,0.278
117,1,0.58,0.268
118,1,0.591,0.265
119,1,0.603,0.265
120,1,0.613,0.268
121,1,0.627,0.251
122,1,0.636,0.226
123,1,0.646,0.206
124,1,0.653,0.182
125,1,0.663,0.16
126,1,0.672,0.151
127,1,0.676,0.136
128,1,0.684,0.119
129,1,0.69,0.118
130,1,0.696,0.108
131,1,0.702,0.104
132,1,0.709,0.099
133,1,0.716,0.1
134,1,0.72,0.096
135,1,0.727,0.093
136,1,0.728,0.101
137,1,0.736,0.107
138,1,0.739,0.107
139,1,0.745,0.097
140,1,0.747,0.085
141,1,0.755,0.076
142,1,0.761,0.062
