Frame,Ball,x,y
0,1,0.568,0.357
1,1,0.567,0.354
2,2,0.0,0.0
3,1,0.566,0.346
4,2,0.0,0.0
5,2,0.0,0.0
6,1,0.564,0.353
7,1,0.563,0.357
8,1,0.563,0.362
9,1,0.562,0.372
10,1,0.561,0.383
11,1,0.56,0.393
12,1,0.559,0.408
13,1,0.558,0.425
14,1,0.557,0.44
15,1,0.556,0.458
16,1,0.555,0.478
17,1,0.533,0.45
18,2,0.0,0.0
19,1,0.485,0.386
20,1,0.468,0.368
21,1,0.454,0.353
22,1,0.437,0.339
23,1,0.42,0.324
24,1,0.409,0.318
25,1,0.4,0.314
26,1,0.39,0.308
27,1,0.38,0.307
28,1,0.366,0.306
29,1,0.363,0.287
30,1,0.355,0.256
31,1,0.352,0.231
32,1,0.344,0.211
33,1,0.341,0.199
34,1,0.335,0.178
35,1,0.33,0.167
36,1,0.327,0.157
37,1,0.32,0.143
38,2,0.0,0.0
39,2,0.0,0.0
40,2,0.0,0.0
41,2,0.0,0.0
42,2,0.0,0.0
43,1,0.357,0.161
44,1,0.362,0.168
45,1,0.37,0.176
46,1,0.377,0.183
47,1,0.386,0.2
48,1,0.395,0.217
49,1,0.402,0.228
50,1,0.411,0.244
51,1,0.419,0.261
52,1,0.427,0.285
53,1,0.436,0.306
54,1,0.445,0.329
55,1,0.449,0.344
56,1,0.462,0.383
57,1,0.471,0.41
58,1,0.482,0.449
59,1,0.491,0.471
60,1,0.497,0.504
61,2,0.0,0.0
62,1,0.517,0.585
63,1,0.527,0.619
64,1,0.534,0.617
65,1,0.541,0.613
66,1,0.549,0.611
67,1,0.555,0.608
68,1,0.565,0.611
69,1,0.572,0.615
70,1,0.58,0.617
71,1,0.588,0.625
72,1,0.595,0.633
73,1,0.604,0.642
74,1,0.596,0.614
75,1,0.58,0.561
76,1,0.558,0.501
77,1,0.547,0.467
78,1,0.53,0.431
79,1,0.517,0.393
80,1,0.505,0.369
81,2,0.0,0.0
82,1,0.488,0.329
83,1,0.479,0.312
84,1,0.47,0.301
85,1,0.463,0.289
86,1,0.459,0.281
87,1,0.45,0.278
88,1,0.445,0.269
89,1,0.44,0.265
90,1,0.435,0.264
91,1,0.433,0.264
92,1,0.429,0.265
93,1,0.424,0.264
94,1,0.42,0.251
95,1,0.419,0.237
96,2,0.0,0.0
97,1,0.412,0.21
98,1,0.409,0.194
99,1,0.406,0.176
100,1,0.405,0.171
101,1,0.402,0.158
102,1,0.401,0.15
103,1,0.399,0.146
104,2,0.0,0.0
105,2,0.0,0.0
106,2,0.0,0.0
107,2,0.0,0.0
108,2,0.0,0.0
