Frame,Ball,x,y
0,1,0.47,0.174
1,1,0.47,0.163
2,1,0.47,0.151
3,1,0.471,0.135
4,1,0.47,0.126
5,1,0.471,0.115
6,1,0.471,0.103
7,1,0.473,0.093
8,1,0.473,0.086
9,1,0.473,0.078
10,1,0.474,0.071
11,1,0.475,0.062
12,1,0.477,0.054
13,1,0.477,0.05
14,1,0.479,0.05
15,1,0.48,0.047
16,1,0.48,0.049
17,1,0.48,0.046
18,1,0.482,0.05
19,1,0.482,0.053
20,1,0.481,0.056
21,1,0.484,0.06
22,1,0.484,0.064
23,1,0.484,0.069
24,1,0.484,0.078
25,1,0.484,0.094
26,1,0.484,0.115
27,1,0.484,0.136
28,2,0.0,0.0
29,1,0.488,0.194
30,1,0.49,0.225
31,1,0.492,0.261
32,1,0.495,0.294
33,2,0.0,0.0
34,2,0.0,0.0
35,1,0.511,0.426
36,1,0.516,0.478
37,1,0.522,0.514
38,1,0.524,0.514
39,1,0.527,0.512
40,1,0.528,0.512
41,1,0.53,0.515
42,1,0.535,0.518
43,1,0.538,0.528
44,1,0.542,0.535
45,1,0.544,0.518
46,1,0.543,0.482
47,1,0.543,0.453
48,1,0.543,0.425
49,2,0.0,0.0
50,1,0.542,0.382
51,1,0.544,0.362
52,2,0.0,0.0
53,1,0.544,0.328
54,1,0.545,0.318
55,2,0.0,0.0
56,1,0.546,0.294
57,1,0.546,0.287
58,1,0.547,0.278
59,1,0.548,0.274
60,1,0.548,0.268
61,1,0.548,0.269
62,1,0.549,0.264
63,1,0.549,0.261
64,1,0.549,0.258
65,1,0.552,0.256
66,1,0.552,0.256
67,1,0.552,0.256
68,1,0.554,0.256
69,1,0.555,0.256
70,1,0.555,0.258
71,1,0.555,0.261
72,1,0.556,0.264
73,1,0.558,0.265
74,1,0.559,0.271
75,1,0.559,0.261
76,1,0.56,0.251
77,2,0.0,0.0
78,1,0.562,0.232
79,1,0.562,0.224
80,1,0.564,0.217
81,2,0.0,0.0
82,2,0.0,0.0
83,1,0.572,0.215
84,1,0.579,0.221
85,1,0.586,0.231
86,2,0.0,0.0
87,1,0.602,0.253
88,1,0.609,0.265
89,1,0.617,0.285
90,1,0.627,0.303
91,1,0.634,0.322
92,2,0.0,0.0
93,1,0.652,0.371
94,1,0.661,0.399
95,1,0.671,0.426
96,1,0.681,0.461
97,1,0.692,0.499
98,1,0.702,0.537
99,1,0.713,0.576
100,2,0.0,0.0
101,1,0.73,0.586
102,1,0.752,0.608
103,1,0.762,0.624
104,1,0.773,0.643
105,1,0.784,0.662
106,1,0.796,0.685
107,1,0.808,0.714
108,1,0.82,0.742
109,1,0.834,0.776
110,1,0.848,0.812
111,1,0.863,0.856
112,1,0.876,0.9
113,1,0.891,0.95
114,1,0.905,0.997
