Frame,Ball,x,y
0,1,0.568,0.381
1,1,0.568,0.371
2,1,0.568,0.36
3,1,0.567,0.353
4,1,0.566,0.344
5,1,0.566,0.342
6,1,0.566,0.339
7,1,0.565,0.339
8,1,0.566,0.339
9,1,0.565,0.342
10,1,0.563,0.346
11,1,0.564,0.351
12,1,0.564,0.36
13,1,0.563,0.367
14,1,0.562,0.381
15,1,0.562,0.39
16,1,0.562,0.407
17,1,0.561,0.421
18,1,0.56,0.439
19,1,0.559,0.456
20,1,0.559,0.472
21,1,0.534,0.429
22,1,0.519,0.407
23,1,0.502,0.382
24,1,0.49,0.365
25,1,0.48,0.351
26,1,0.468,0.342
27,1,0.461,0.331
28,1,0.453,0.328
29,1,0.445,0.322
30,1,0.438,0.319
31,1,0.431,0.307
32,1,0.426,0.281
33,1,0.421,0.258
34,1,0.419,0.236
35,1,0.415,0.214
36,2,0.0,0.0
37,1,0.405,0.185
38,1,0.402,0.172
39,1,0.398,0.158
40,1,0.395,0.15
41,1,0.395,0.151
42,1,0.395,0.158
43,1,0.395,0.163
44,1,0.398,0.174
45,1,0.399,0.182
46,1,0.402,0.196
47,1,0.402,0.204
48,1,0.402,0.217
49,1,0.406,0.236
50,1,0.408,0.256
51,1,0.409,0.271
52,1,0.412,0.292
53,1,0.416,0.311
54,1,0.418,0.34
55,1,0.42,0.362
56,1,0.424,0.392
57,1,0.427,0.425
58,1,0.429,0.453
59,1,0.435,0.497
60,1,0.438,0.524
61,1,0.442,0.568
62,1,0.445,0.571
63,1,0.447,0.575
64,1,0.448,0.571
65,1,0.45,0.576
66,1,0.452,0.582
67,1,0.455,0.585
68,1,0.456,0.594
69,1,0.461,0.604
70,1,0.461,0.617
71,1,0.464,0.629
72,1,0.466,0.651
73,1,0.463,0.618
74,1,0.456,0.56
75,1,0.452,0.519
76,1,0.446,0.478
77,1,0.441,0.446
78,1,0.438,0.419
79,1,0.434,0.392
80,1,0.43,0.374
81,1,0.428,0.357
82,1,0.425,0.342
83,1,0.424,0.331
84,1,0.42,0.318
85,1,0.42,0.311
86,1,0.417,0.303
87,1,0.416,0.294
88,1,0.415,0.293
89,1,0.412,0.29
90,1,0.412,0.289
91,1,0.41,0.269
92,1,0.411,0.256
93,1,0.409,0.24
94,1,0.408,0.231
95,1,0.407,0.214
96,1,0.407,0.204
97,1,0.405,0.199
98,1,0.405,0.192
99,1,0.406,0.183
100,1,0.404,0.176
101,1,0.404,0.178
102,1,0.404,0.172
103,1,0.402,0.171
104,1,0.402,0.172
105,1,0.402,0.172
