Frame,Ball,x,y
0,2,0.0,0.0
1,2,0.0,0.0
2,2,0.0,0.0
3,2,0.0,0.0
4,2,0.0,0.0
5,2,0.0,0.0
6,2,0.0,0.0
7,2,0.0,0.0
8,2,0.0,0.0
9,2,0.0,0.0
10,2,0.0,0.0
11,1,0.46,0.046
12,1,0.463,0.024
13,1,0.463,0.011
14,0,0.0,0.0
15,0,0.0,0.0
16,0,0.0,0.0
17,0,0.0,0.0
18,0,0.0,0.0
19,0,0.0,0.0
20,0,0.0,0.0
21,0,0.0,0.0
22,0,0.0,0.0
23,0,0.0,0.0
24,0,0.0,0.0
25,0,0.0,0.0
26,0,0.0,0.0
27,0,0.0,0.0
28,0,0.0,0.0
29,0,0.0,0.0
30,0,0.0,0.0
31,0,0.0,0.0
32,1,0.509,0.007
33,1,0.527,0.05
34,1,0.544,0.101
35,1,0.566,0.153
36,1,0.586,0.206
37,1,0.609,0.269
38,1,0.635,0.34
39,1,0.66,0.399
40,1,0.684,0.468
41,1,0.714,0.546
42,1,0.739,0.568
43,1,0.76,0.572
44,1,0.784,0.578
45,1,0.806,0.586
46,1,0.836,0.6
47,1,0.863,0.613
48,1,0.89,0.629
49,1,0.917,0.651
50,1,0.95,0.678
51,1,0.983,0.713
52,3,0.0,0.0
53,0,0.0,0.0
