Frame,Ball,x,y
0,1,0.463,0.096
1,1,0.463,0.085
2,1,0.463,0.076
3,1,0.463,0.065
4,1,0.463,0.056
5,1,0.463,0.046
6,1,0.463,0.04
7,1,0.463,0.033
8,1,0.463,0.028
9,1,0.463,0.022
10,1,0.463,0.017
11,1,0.463,0.015
12,1,0.463,0.013
13,1,0.463,0.013
14,1,0.463,0.011
15,1,0.463,0.013
16,1,0.463,0.014
17,1,0.463,0.017
18,1,0.463,0.021
19,1,0.463,0.024
20,1,0.463,0.029
21,1,0.463,0.035
22,1,0.464,0.04
23,1,0.463,0.049
24,1,0.464,0.06
25,1,0.464,0.068
26,1,0.463,0.078
27,1,0.467,0.094
28,1,0.473,0.114
29,1,0.479,0.135
30,1,0.485,0.163
31,1,0.493,0.179
32,1,0.504,0.208
33,1,0.511,0.233
34,1,0.519,0.264
35,1,0.528,0.292
36,1,0.54,0.331
37,1,0.553,0.372
38,1,0.563,0.406
39,1,0.575,0.442
40,1,0.591,0.49
41,1,0.603,0.533
42,1,0.612,0.539
43,1,0.623,0.539
44,1,0.635,0.54
45,1,0.644,0.546
46,1,0.655,0.55
47,1,0.669,0.56
48,1,0.682,0.568
49,1,0.692,0.576
50,1,0.706,0.594
51,2,0.0,0.0
52,1,0.735,0.625
53,1,0.736,0.604
54,1,0.723,0.549
55,1,0.71,0.487
56,1,0.702,0.449
57,1,0.694,0.415
58,1,0.684,0.375
59,1,0.678,0.35
60,1,0.67,0.324
61,1,0.665,0.306
62,1,0.661,0.29
63,1,0.655,0.274
64,1,0.652,0.261
65,1,0.647,0.251
66,1,0.645,0.243
67,2,0.0,0.0
68,2,0.0,0.0
69,1,0.634,0.228
70,1,0.631,0.224
71,1,0.628,0.221
72,1,0.627,0.222
73,1,0.626,0.222
74,1,0.623,0.224
75,1,0.621,0.197
76,1,0.62,0.185
77,1,0.618,0.178
78,1,0.616,0.158
79,1,0.616,0.153
80,2,0.0,0.0
81,1,0.615,0.135
82,1,0.613,0.128
