Frame,Ball,x,y
0,3,0.0,0.0
1,3,0.0,0.0
2,3,0.0,0.0
3,3,0.0,0.0
4,3,0.0,0.0
5,3,0.0,0.0
6,3,0.0,0.0
7,1,0.501,0.032
8,1,0.502,0.019
9,1,0.502,0.006
10,0,0.0,0.0
11,0,0.0,0.0
12,0,0.0,0.0
13,0,0.0,0.0
14,0,0.0,0.0
15,0,0.0,0.0
16,0,0.0,0.0
17,0,0.0,0.0
18,0,0.0,0.0
19,0,0.0,0.0
20,0,0.0,0.0
21,0,0.0,0.0
22,0,0.0,0.0
23,1,0.468,0.036
24,1,0.443,0.087
25,1,0.42,0.144
26,1,0.399,0.197
27,1,0.371,0.257
28,1,0.348,0.319
29,1,0.325,0.386
30,1,0.3,0.461
31,1,0.274,0.536
32,1,0.255,0.554
33,1,0.236,0.56
34,1,0.216,0.558
35,1,0.197,0.567
36,1,0.177,0.575
37,2,0.0,0.0
38,1,0.137,0.603
39,1,0.13,0.59
40,1,0.144,0.524
41,1,0.155,0.469
42,1,0.165,0.419
43,1,0.177,0.368
44,1,0.186,0.328
45,1,0.195,0.287
46,1,0.206,0.249
47,1,0.216,0.215
48,1,0.224,0.185
49,1,0.232,0.16
50,1,0.241,0.133
51,1,0.249,0.11
52,1,0.257,0.094
53,1,0.265,0.078
54,1,0.272,0.065
55,1,0.28,0.05
56,1,0.286,0.037
57,1,0.295,0.033
58,1,0.301,0.026
59,1,0.307,0.024
60,1,0.316,0.021
61,1,0.319,0.019
62,1,0.328,0.021
63,1,0.334,0.026
64,1,0.34,0.031
65,1,0.345,0.035
66,1,0.35,0.044
67,1,0.357,0.053
68,1,0.362,0.064
69,1,0.366,0.071
70,1,0.372,0.09
71,1,0.377,0.099
72,1,0.383,0.115
73,1,0.388,0.132
74,1,0.391,0.146
75,1,0.395,0.168
76,1,0.42,0.21
77,1,0.448,0.254
78,1,0.472,0.304
79,1,0.5,0.35
80,1,0.528,0.414
81,1,0.557,0.472
82,1,0.585,0.536
83,1,0.613,0.611
84,1,0.636,0.619
85,1,0.661,0.628
86,1,0.688,0.635
87,1,0.709,0.647
88,1,0.734,0.665
89,1,0.758,0.681
90,1,0.785,0.7
91,1,0.812,0.731
92,1,0.841,0.761
93,2,0.0,0.0
94,1,0.902,0.842
95,1,0.934,0.887
96,1,0.965,0.94
