Frame,Ball,x,y
0,1,0.606,0.346
1,1,0.605,0.342
2,1,0.603,0.35
3,1,0.603,0.353
4,1,0.599,0.357
5,1,0.6,0.367
6,1,0.598,0.375
7,1,0.596,0.388
8,1,0.595,0.403
9,1,0.593,0.414
10,1,0.593,0.432
11,1,0.591,0.446
12,1,0.576,0.406
13,1,0.56,0.374
14,1,0.549,0.351
15,1,0.545,0.336
16,1,0.534,0.319
17,1,0.526,0.304
18,1,0.516,0.296
19,1,0.512,0.293
20,1,0.506,0.287
21,1,0.502,0.269
22,1,0.497,0.231
23,1,0.493,0.207
24,1,0.487,0.178
25,1,0.484,0.15
26,1,0.48,0.129
27,1,0.478,0.11
28,1,0.473,0.093
29,1,0.471,0.085
30,1,0.466,0.065
31,1,0.462,0.058
32,1,0.457,0.051
33,1,0.455,0.044
34,1,0.453,0.039
35,1,0.45,0.035
