Frame,Ball,x,y
0,1,0.412,0.719
1,1,0.412,0.714
2,1,0.415,0.711
3,1,0.417,0.708
4,1,0.416,0.71
5,1,0.419,0.719
6,1,0.421,0.731
7,1,0.422,0.751
8,1,0.423,0.776
9,1,0.421,0.8
10,1,0.423,0.81
11,1,0.421,0.792
12,1,0.419,0.775
13,1,0.418,0.758
14,1,0.416,0.751
15,1,0.417,0.74
16,1,0.419,0.733
17,1,0.419,0.731
18,1,0.42,0.729
19,1,0.421,0.736
20,1,0.422,0.761
21,1,0.422,0.778
22,1,0.421,0.801
23,1,0.423,0.812
24,1,0.42,0.786
25,1,0.421,0.771
26,1,0.419,0.754
27,1,0.419,0.747
28,1,0.419,0.74
29,1,0.42,0.732
30,1,0.419,0.731
31,1,0.42,0.738
32,1,0.421,0.747
33,1,0.419,0.764
34,1,0.419,0.79
35,1,0.418,0.807
36,1,0.416,0.796
37,1,0.416,0.782
38,1,0.415,0.771
39,1,0.413,0.757
40,1,0.412,0.753
41,2,0.0,0.0
42,0,0.0,0.0
43,0,0.0,0.0
44,0,0.0,0.0
45,0,0.0,0.0
46,0,0.0,0.0
47,0,0.0,0.0
48,0,0.0,0.0
49,0,0.0,0.0
50,0,0.0,0.0
51,0,0.0,0.0
52,0,0.0,0.0
53,0,0.0,0.0
54,0,0.0,0.0
55,1,0.406,0.746
56,1,0.409,0.743
57,1,0.412,0.733
58,1,0.417,0.719
59,1,0.42,0.7
60,1,0.422,0.683
61,1,0.423,0.662
62,1,0.423,0.64
63,1,0.423,0.617
64,1,0.422,0.601
65,1,0.421,0.583
66,1,0.42,0.568
67,1,0.419,0.554
68,1,0.418,0.544
69,1,0.418,0.533
70,1,0.416,0.526
71,1,0.416,0.521
72,1,0.415,0.518
73,1,0.415,0.512
74,1,0.413,0.511
75,1,0.413,0.511
76,1,0.412,0.511
77,1,0.412,0.514
78,1,0.412,0.517
79,1,0.412,0.522
80,1,0.452,0.485
81,2,0.0,0.0
82,1,0.504,0.436
83,1,0.522,0.425
84,1,0.537,0.411
85,1,0.554,0.4
86,1,0.566,0.393
87,1,0.576,0.389
88,1,0.586,0.382
89,1,0.595,0.381
90,1,0.6,0.343
91,1,0.606,0.319
92,1,0.61,0.301
93,1,0.616,0.285
94,2,0.0,0.0
95,1,0.621,0.256
96,1,0.624,0.243
97,1,0.623,0.246
98,1,0.619,0.253
99,1,0.616,0.264
100,1,0.61,0.271
101,1,0.608,0.285
102,1,0.602,0.301
103,1,0.598,0.318
104,1,0.592,0.331
105,1,0.588,0.353
106,1,0.583,0.371
107,1,0.577,0.394
108,1,0.573,0.419
109,1,0.568,0.446
110,1,0.562,0.475
111,1,0.558,0.501
112,1,0.552,0.536
113,1,0.545,0.579
114,1,0.54,0.617
115,1,0.534,0.66
116,1,0.53,0.662
117,1,0.526,0.665
118,1,0.52,0.672
119,1,0.516,0.682
120,1,0.513,0.69
121,1,0.509,0.706
122,1,0.504,0.717
123,1,0.497,0.694
124,1,0.488,0.632
125,1,0.481,0.579
126,1,0.474,0.533
127,1,0.468,0.5
128,1,0.463,0.471
129,1,0.459,0.446
130,1,0.455,0.422
131,1,0.449,0.407
132,1,0.446,0.397
133,1,0.443,0.385
134,1,0.438,0.376
135,1,0.437,0.372
136,1,0.434,0.367
137,1,0.431,0.362
138,1,0.429,0.36
139,1,0.426,0.35
140,1,0.423,0.331
141,1,0.422,0.317
142,1,0.42,0.301
143,1,0.419,0.296
144,1,0.417,0.281
145,1,0.416,0.275
146,1,0.413,0.269
147,1,0.413,0.261
148,1,0.409,0.256
149,1,0.409,0.251
150,1,0.409,0.249
151,1,0.407,0.246
152,1,0.413,0.243
153,2,0.0,0.0
154,2,0.0,0.0
155,1,0.437,0.246
156,1,0.442,0.246
157,1,0.453,0.251
158,1,0.458,0.258
159,1,0.467,0.269
160,1,0.478,0.274
161,1,0.488,0.287
162,1,0.498,0.296
163,1,0.508,0.314
164,1,0.52,0.335
165,1,0.531,0.353
166,1,0.541,0.371
167,1,0.551,0.392
168,2,0.0,0.0
169,1,0.574,0.446
170,1,0.588,0.474
171,1,0.602,0.51
172,1,0.615,0.544
173,1,0.628,0.581
174,1,0.643,0.619
175,1,0.657,0.66
176,1,0.666,0.682
177,1,0.679,0.675
178,1,0.691,0.668
179,1,0.698,0.667
180,1,0.709,0.668
181,1,0.721,0.667
182,1,0.735,0.675
183,1,0.745,0.681
184,1,0.758,0.688
185,1,0.754,0.661
186,1,0.735,0.592
187,1,0.722,0.537
188,1,0.709,0.494
189,1,0.698,0.456
190,1,0.685,0.429
191,2,0.0,0.0
192,1,0.671,0.381
