Frame,Ball,x,y
0,1,0.44,0.065
1,1,0.44,0.056
2,1,0.439,0.049
3,1,0.44,0.039
4,1,0.44,0.031
5,1,0.439,0.028
6,1,0.438,0.024
7,1,0.438,0.019
8,1,0.439,0.014
9,1,0.439,0.011
10,1,0.441,0.011
11,1,0.439,0.013
12,1,0.438,0.01
13,1,0.441,0.013
14,1,0.44,0.014
15,1,0.44,0.014
16,1,0.44,0.018
17,1,0.441,0.024
18,1,0.44,0.033
19,1,0.441,0.035
20,1,0.44,0.037
21,1,0.442,0.046
22,1,0.442,0.06
23,1,0.443,0.068
24,1,0.442,0.081
25,1,0.447,0.096
26,1,0.452,0.113
27,1,0.459,0.143
28,1,0.467,0.161
29,1,0.47,0.176
30,2,0.0,0.0
31,1,0.49,0.231
32,1,0.497,0.253
33,1,0.509,0.287
34,1,0.516,0.311
35,1,0.53,0.358
36,1,0.54,0.382
37,1,0.555,0.421
38,1,0.568,0.458
39,1,0.58,0.496
40,1,0.592,0.518
41,1,0.603,0.518
42,1,0.613,0.521
43,1,0.625,0.524
44,1,0.634,0.528
45,1,0.648,0.536
46,1,0.66,0.546
47,1,0.673,0.553
48,2,0.0,0.0
49,1,0.702,0.581
50,1,0.717,0.599
51,1,0.733,0.611
52,1,0.716,0.561
53,1,0.698,0.496
54,1,0.688,0.454
55,1,0.673,0.408
56,1,0.662,0.381
57,1,0.652,0.35
58,2,0.0,0.0
59,1,0.638,0.308
60,2,0.0,0.0
61,2,0.0,0.0
62,1,0.619,0.261
63,1,0.612,0.249
64,1,0.609,0.243
65,1,0.603,0.237
66,1,0.599,0.229
67,1,0.597,0.226
68,1,0.592,0.224
69,1,0.59,0.226
70,1,0.586,0.224
71,1,0.582,0.222
72,1,0.579,0.226
73,1,0.58,0.212
74,1,0.577,0.199
75,1,0.577,0.182
76,1,0.573,0.165
77,1,0.573,0.16
78,1,0.572,0.149
79,1,0.567,0.14
80,1,0.57,0.131
81,1,0.573,0.124
82,1,0.585,0.103
83,2,0.0,0.0
84,1,0.61,0.068
85,2,0.0,0.0
86,1,0.636,0.035
